Zone,Uniform_CPC,Uniform_R2,Uniform_MAE,Uniform_RMSE,Weighted_CPC,Weighted_R2,Weighted_MAE,Weighted_RMSE,RadPop_CPC,RadPop_R2,RadPop_MAE,RadPop_RMSE,RadPOI_CPC,RadPOI_R2,RadPOI_MAE,RadPOI_RMSE,Power_CPC,Power_R2,Power_MAE,Power_RMSE,Exp_CPC,Exp_R2,Exp_MAE,Exp_RMSE
1102054,0.7206165889840328,0.5173385597244704,3148.4543356701,14601.18259332478,0.7780959173396101,0.7191400143820275,2500.7027747795364,11138.114147771323,0.23355750663790512,-5.148230728197255,8609.575407979288,52055.00310289465,0.32536750689477334,-7.88258889437498,7559.405267449031,62568.70687183367,0.7216873705275254,-0.028643592619802094,3128.937530321269,21292.166849969286,0.5949537269880381,0.5296429222616384,4553.744066685361,14397.969189414773
1120071,0.776793880550895,0.9606740078980358,1417.4563565242781,3827.2351337006517,0.8296462017777102,0.9696779019151943,1081.82103046372,3360.6626945746502,0.312744017511212,-1.3953191294722473,4312.022601864781,29731.020088043006,0.27840048180187055,-2.9061915657419983,4534.117705068153,37966.87809933529,0.624232171920401,0.7561744195520665,2363.617258754708,9485.664332817165,0.6206361694826222,0.5562698322324447,2386.23647410344,12796.39380553813
1121073,0.7823598111314141,0.9423088277116052,1479.372669980608,5057.153931234553,0.855026509798533,0.9758621102876772,985.432977202806,3271.155129598319,0.3907518229105729,-1.2795114587061862,4094.410435346901,31641.212118391006,0.4968634299096013,-0.27578083396139785,3380.7365057309657,23671.19914179439,0.5878510588239853,0.718931939782359,2774.895577356115,11110.611717277847,0.6823320214891058,0.6910056859613375,2138.778923275412,11649.504843249337
1122066,0.7546406479959697,0.8269402014725136,2528.6272342899315,9454.14884591707,0.7959366565243933,0.8861063265789842,2103.038354226677,7669.625157345662,0.2795551582220381,-5.771023972800749,7395.148185536959,59069.27319936302,0.3099368238998523,-3.58345896105112,7078.576743242852,48599.42434381345,0.5893397369848408,0.13741963732474705,4222.134564473955,21083.088654078518,0.6162010988479136,0.23559978455174913,3945.963981183954,19846.999188072554
1102052,0.7522029760199843,0.7729718424357906,2769.052070325166,10247.968130057818,0.7495480022884246,0.6486311319817413,2798.7205481379883,12749.10046820213,0.21185777349491575,-11.939455381067468,8804.062341795732,77367.02593689223,0.34352689083872484,-5.034780455497,7304.503079077245,52835.84304357035,0.6739877536223942,-0.7739139778581041,3643.082032559324,28646.01280476117,0.6058220362942218,0.6014557332283319,4404.812006798234,13578.011957557186
1123079,0.7567494610554626,0.8385079889403795,2813.3214318522378,9333.410750984576,0.7836646251932089,0.8634163777767584,2502.0332906662175,8583.495239335587,0.3171933426159477,-2.9134569952989953,7886.398543420789,45945.728339618094,0.3703005867465058,-3.148790736023021,7271.60698150546,47307.02336482694,0.6224435991136041,0.5154582906035567,4366.6399217675635,16167.037329792614,0.6953052569518783,0.8005350937957895,3523.956224349575,10372.850201123829
1113076,0.7726443342465772,0.8715378983476426,1986.5109499417972,7714.783666841518,0.8203038679337241,0.8990553184849773,1570.0876986236724,6838.769435184615,0.4816013930499731,-1.1117431995975062,4505.013371365581,31243.640854060428,0.3657920034707389,-3.427154563817804,5513.314397054974,45238.00321378109,0.6115099787436621,0.5627817880029331,3386.353129735497,14216.41873128316,0.7112744192837611,0.7081115891174922,2516.735875818029,11615.810299653518
1123063,0.7770601043916154,0.8151329299193252,2505.9806187474355,10356.052310705938,0.7917694883806357,0.8477499193304527,2340.6381568717493,9398.168388402893,0.3486988006934705,-5.590098172354714,7314.286656619824,61831.58772082303,0.4527746959871938,-2.6693233893846102,6141.357773387816,46137.860434924696,0.6034372678338012,0.50715314986219,4457.607366389428,16909.09830419325,0.6701394847868423,0.7189953939005653,3707.8337000133065,12767.950071744988
1117051,0.7249228696791263,0.7909131826794911,1837.7345582776497,8742.703572798959,0.8097831218958136,0.8678879124850478,1270.8004116953819,6949.502333784042,0.3126692528105251,-2.245659132696381,4552.800779389464,34326.39532939971,0.3668281346083189,-2.015661871800839,4195.148444249242,33087.81347096242,0.6083382544394801,0.8078785702648764,2597.967048177667,8351.503187785,0.6616852602456429,0.7089343305851574,2244.1061853941255,10279.505859448896
1122060,0.7900516927072924,0.8855732215426402,2623.674170970414,7692.738845061744,0.8235722934062382,0.915624397666881,2204.7751791980136,6605.802677242541,0.40324165906426185,-4.148270703436192,7374.110271662577,51372.47818910403,0.4749657707311765,-1.7296108296983714,6478.765241486426,37406.76879620021,0.5957189424356538,-0.8977760880894323,5004.20248941289,31190.49837999715,0.6926615632905712,0.5735752772739096,3804.243956764661,14784.989382130523
1120053,0.6178286902212908,0.5674339513379539,2991.6922545601074,12743.234499841139,0.7352276079520698,0.8072608144700876,2072.676556934138,8506.25641400811,0.2519848441468172,-5.842706428305298,5821.205406988412,50567.96432482279,0.3548140894489533,-1.825479171774628,5020.393453920092,32494.328906911218,0.6275850684726543,0.7974232697059753,2901.46842407153,8700.742093095818,0.6603224966212285,0.7550837107498857,2646.4125548859415,9566.88056913431
