Ratio,Avg_CPC,Std_CPC
0.09,0.7248024329957118,0.0007133924638651907
0.08,0.7244547117766743,0.0008805861504926075
0.07,0.7243429679479326,0.0014575978490113802
0.06,0.7242978652165973,0.0007965380339581778
0.05,0.7234680508025465,0.001138268125608211
0.04,0.7236076139100572,0.0012602244987461437
0.03,0.7229300587049879,0.0016017278108522485
0.02,0.7227631250580672,0.002016338105093081
0.01,0.7221248986049014,0.0022204467788372296
