Ratio,Avg_CPC,Std_CPC
0.9,0.7255720755012851,3.9414449662258464e-05
0.8,0.7255370617889134,7.329199978315016e-05
0.7,0.7255310187875936,5.7091091223511905e-05
0.6,0.725539446460883,9.072324642469902e-05
0.5,0.7254949709211949,0.00012307644120359578
0.4,0.7254870266153962,0.00022591940819728578
0.3,0.7254473684958839,0.00018460139282006652
0.2,0.7253031580338234,0.00023495633925951846
0.1,0.72478474192141,0.0005829217237635174
