Zone,CPC,R2,MAE,RMSE,Total_Actual
1108068.0,0.7094078655557599,0.7253338630061327,1265.9769023232427,4369.0467931052335,917052.1371774334
1108071.0,0.711794567504352,0.7630606141753418,1458.917475892475,4431.395164908425,1065566.7591553929
1108072.0,0.7229380494130387,0.8360409833366754,1315.1148465622862,3853.7376357187195,999168.866799962
1108076.0,0.7140969416523523,0.7165860212543772,1091.7261802046046,3672.695730080886,803798.1904119069
1108077.0,0.7465738167235682,0.8164364715193713,534.4903896921426,1730.667548699592,443956.6013882324
1108078.0,0.7534948157539215,0.846293246058819,375.37553444999514,1086.3653589184228,320547.2138178003
1108081.0,0.7073447378284395,0.6951232229276568,1759.5712174809742,5963.151582085419,1265617.9100672202
1108082.0,0.6684606061453032,0.5879929103930956,2003.9623848835483,8413.196606271016,1272349.8016735336
1108083.0,0.6905924062172211,0.6258719743207369,2138.8522298827097,8684.502884655298,1455130.39575362
1108084.0,0.6588268307910528,0.5953896502094637,2022.4687672871346,8849.712517631853,1247840.4339387228
1108085.0,0.7172850147266043,0.7553935988271596,1244.2819417915475,4489.852716866498,926450.1791223882
1109060.0,0.7337330357557331,0.7494616018731088,1158.1629848331247,3962.365669469626,915597.2803435071
1109061.0,0.7356812088019602,0.7714885681215736,783.0008181918919,2296.0443203030386,623571.5269517154
1109062.0,0.7467216944725911,0.8044303191203979,596.7691313557359,1601.190890093051,495975.7681922279
1109063.0,0.7520207405650523,0.81608977277034,708.4412450019714,2350.598525987045,601368.3660993244
1109064.0,0.6926203622483414,0.6571185896313314,1249.3381633664135,5151.744736299739,855572.8847631227
1109065.0,0.7836327863575511,0.8553464010062843,1298.7431767271012,4081.7655931316417,1263525.2545833015
1109069.0,0.7245918155216092,0.8163063031599243,1027.9962117679204,2981.5429176334005,785718.1259409015
1109070.0,0.7080602128191857,0.7288779408375132,1245.4493955032115,3936.93622863554,898017.7052436211
1109071.0,0.7407949171372379,0.8382763147071131,1861.9299705166375,6044.934527911821,1512070.112457112
1109072.0,0.7384068355654393,0.8481274666575389,1485.7421869902255,4101.149009315085,1195553.9092065177
1109073.0,0.7235097557268481,0.8310006590855863,1041.7604611239217,3665.4433554524853,793122.294940514
1109074.0,0.7512806472196276,0.8567203360050679,1232.4329374684946,4151.229130864081,1043051.6581723382
1109075.0,0.6913131929848284,0.7002816207705509,1506.5008032681853,5581.555103829146,1027314.4555619673
1110051.0,0.7324147684275607,0.7841360024939643,756.0563321396144,2674.359489469991,594763.234802458
1110052.0,0.7512964281039225,0.8024402611786392,872.0738325141884,2931.874285889595,738113.8129409071
1110053.0,0.7416927447005208,0.8183821308543645,669.0658345111011,1975.06193315749,543940.6844551553
1110054.0,0.7337868881061617,0.8236051575646777,620.6740839737533,1611.7528547053605,490779.33745268383
1110055.0,0.6489556355780642,0.5394302338377626,1465.569078131145,6222.816250262556,878812.8288417796
1110056.0,0.6603595702890812,0.5408168129249948,512.6737327880171,2351.6924614001728,317741.3856287091
1110057.0,0.7115963460239338,0.7319916835041931,927.9176636468512,2870.624250022375,677268.3546300423
1110059.0,0.7837126302940408,0.9023412571320615,793.4919480328241,2064.7418036296935,772259.8656037347
1110060.0,0.7404696278158972,0.7824767533243155,1266.4982945248191,3624.043309882079,1027231.9526762672
1110061.0,0.7635911480859098,0.8252341192818455,326.89820891248235,975.755492102176,291072.3199192366
1110062.0,0.7445754506337818,0.7935522279747216,1356.066735097009,4885.69434185327,1117559.1713725612
1110063.0,0.7670598120819477,0.898291634108062,837.5058290397607,2370.0967496778526,756825.0828186407
1111051.0,0.6915146412729394,0.6476670521525401,1519.8613882749771,6835.231530267575,1037102.1287754171
1111052.0,0.6879029912348049,0.6364189663904739,1043.536369707852,3610.2437412370755,703833.74288847
1111053.0,0.7066703758212102,0.8109004214119193,1268.814721229056,3450.9609968386853,910530.2594869267
1111056.0,0.7358425901535572,0.790156618062053,1814.3163722740203,8605.905381934324,1445780.3647669433
1111058.0,0.7805887582524126,0.8173932638552699,1343.8797190657,5495.508940479741,1289298.9375118949
1111059.0,0.6948366284302624,0.7789572120396948,526.1709841250151,1614.7707394635017,362949.8245106538
1111060.0,0.8112334961770891,0.9297407799084595,824.2464836911246,2947.2664589574892,919145.5120647487
1111061.0,0.7277935269194102,0.7490675223058143,924.9967760430225,3834.166355760664,715309.2986859631
1111064.0,0.7416081974310579,0.7885813819837321,637.5497978309787,2663.8853367159986,519382.7014214728
1111066.0,0.6971190585886716,0.5834581810798101,2210.593619083681,11174.68129373645,1536346.1122671694
1111069.0,0.6290001911940863,0.6059412379169999,933.5490297424496,4082.243554201915,529682.4044014259
1111074.0,0.6349608972547337,0.48204649545667555,560.1345742201561,2463.307167602261,323001.9112654413
1111077.0,0.7209648368513002,0.6991583683731515,2569.137988703651,9783.242085687712,1938119.6997523934
1111078.0,0.7229369604096717,0.7984346229000813,1389.7169922456212,4943.36802621028,1055844.2847528597
1111079.0,0.6372695472911029,0.5683876997252737,2822.658074981472,12325.694682067722,1638046.9859817373
1112051.0,0.7392384685102441,0.7862474095755028,1617.699857034752,5921.180242620792,1302787.9075431947
1112052.0,0.7455952847993694,0.837714768488932,1243.8266802795408,4322.92643779457,1029169.274603894
1112055.0,0.7575514128729253,0.8289002583465974,1147.3380228911349,4616.102761950904,996147.9119364737
1112056.0,0.7947014322314015,0.8957835335601094,717.0804697241404,2476.473718115937,735248.3776071398
1112057.0,0.7765903853671308,0.8993390025862695,904.9497580768954,2623.69766961047,852657.6816679235
1112058.0,0.7841208597040051,0.856960872898042,1539.8960117193537,5477.748622045288,1501525.8538758298
1112059.0,0.7134968079020478,0.7421005880729082,1796.943582264989,6634.4091121734145,1317116.7466316868
1112060.0,0.7376915601997792,0.8430244855447658,647.7415164372909,2018.0867837476383,518571.64243526047
1112065.0,0.7167356820973632,0.7955308152589793,1149.3757243791513,3763.8443968256884,854126.6043433391
1112066.0,0.7332316572974266,0.8072471590569232,620.7672911184374,1873.7384472769547,489831.41498959635
1112067.0,0.7250698810004848,0.7800248885927679,485.95715773990906,1459.629123834587,371188.8806390137
1112068.0,0.6624507948171058,0.5434058350922545,682.4029683924178,2867.2423924684467,424544.39578597434
1112071.0,0.8582255280848367,0.9957199313888124,1595.307923852538,3432.8498387210075,2368637.4100684826
1112072.0,0.7822813762108599,0.8895105523408405,810.5611232346581,2916.2204340015123,783686.3630285644
1112073.0,0.7606701880309218,0.8422657983421362,1035.657665427751,3442.9836047811727,910901.7250249982
1112074.0,0.7122872344775489,0.7693950053405165,1689.1065000696979,6222.29381900192,1235805.1531673393
1113052.0,0.7454912677735578,0.8335494926469817,624.8656396100266,1909.3986145133056,516816.12645369547
1113062.0,0.6854504193570637,0.708626477833275,1458.2610620638884,5120.998689148931,975884.1608913201
1113064.0,0.6851384148704447,0.6794238372378723,1018.4166294515112,4184.626339165353,679242.8873049653
1113065.0,0.677865317207079,0.6515951992320903,405.50415758773147,1419.5993715597876,264978.0657958177
1113066.0,0.6962164683015478,0.7855530514716228,679.6380077370457,2328.3595159959186,470939.948024105
1113068.0,0.7101422160330686,0.7062479195880478,1433.5462905228287,4952.971163722461,1038594.5717577798
1113069.0,0.7263672692879621,0.8011104682435501,811.0952810703484,2707.8262731542413,623958.8232775587
1113070.0,0.7041855785119159,0.7546588708985261,1316.3176610600237,5108.423216939218,936684.7845323744
1113071.0,0.7023182186830842,0.760172915821503,702.8551747996154,2633.170957336628,497010.64553160715
1113072.0,0.7392333955072121,0.7337073561916807,1509.0827511995813,6443.465337103832,1215291.2692494597
1113073.0,0.7014459699975258,0.5764526565662866,2641.4966425421408,8681.999741930204,1858003.0386099708
1113074.0,0.640419648025101,0.435473633247361,1210.6933288385978,4372.901259980599,707061.9895100764
1113075.0,0.785340165746683,0.951753571685127,3550.195784477306,12037.984321319256,3473128.1580159585
1113076.0,0.7726443342465772,0.8715378983476426,1986.5109499417972,7714.783666841518,1834866.5211634259
1114059.0,0.710716088355192,0.7050649889154477,1687.0481298924706,6851.486641503094,1227595.5110092573
1114060.0,0.7242925925347973,0.6951544177439708,1511.829678795454,6210.731457272657,1154267.6720668394
1114061.0,0.7378941125796714,0.8007094097958246,801.8643752183535,2464.1904001893063,642456.071678434
1114063.0,0.7083201989954109,0.8043007896526366,1105.3455222566504,3558.7345409212116,793918.1462521804
1114066.0,0.6876076336347078,0.6421446409976237,7248.300512954481,38175.5054561835,4884137.457420397
1114068.0,0.7124678662539854,0.5862520457499463,1323.5587700743097,7429.041909220272,968966.902832313
1114069.0,0.7383524475317945,0.8210076999718566,1285.2796060497217,5067.883440193279,1029117.5091352598
1114070.0,0.7040078275409429,0.8056879526256318,1044.554128683058,3878.6440730177974,742852.9013489308
1114071.0,0.7257347617844626,0.7433139110687098,1290.7971209997982,6313.247482568914,988340.3276828451
1114072.0,0.6826607667966057,0.6203936340858472,1361.0817776446252,5457.819030769631,902843.6581951417
1114073.0,0.6635580458812088,0.5756928999712054,2358.8752929430093,10295.552819871762,1475866.02409634
1114074.0,0.8001075366503296,0.9662033218416728,2261.998697616808,6625.655106751474,2382034.4092483907
1114075.0,0.7289561684549314,0.7360418581626502,1123.2839309698252,3947.903962873149,864084.2267914343
1114076.0,0.662031740966863,0.5457911371803685,2080.5338275888366,10364.956832404978,1289682.7593419803
1114077.0,0.6746565690200286,0.5368908737725668,2746.6525404846943,11672.577439840044,1768665.5160004362
1114078.0,0.699869419237466,0.7157950026793056,1340.4171082323942,4468.267747430649,937883.7438478761
1115051.0,0.6682730603826089,0.6098043049230129,4039.5338592062335,20081.831861644383,2551141.4432599163
1115052.0,0.6610392333339596,0.7037067123460934,1698.761885752067,5864.127324846992,1049946.3361660903
1115053.0,0.714822232764317,0.8268847568613554,561.860152261828,1648.3156235768029,412759.04163164546
1115054.0,0.6751892608560699,0.6656353966878192,1306.694431509542,4969.955397194303,844817.6046771941
1115057.0,0.761287855026198,0.8608716334333315,642.4518419746048,2002.3981313036202,565178.1430285985
1115058.0,0.690304273296016,0.6269254820230405,528.3918337361081,1989.6529706405063,358294.53078196174
1115059.0,0.7520210938687331,0.8148877992203056,399.2365340727384,1346.4752749565716,337286.9700617357
1115060.0,0.6899677868239856,0.6348603874339092,405.338409375417,1528.2343507666733,273901.850050463
1115061.0,0.7390002483715931,0.8310171901348054,402.970443619431,1209.144389078185,323457.4263444716
1115062.0,0.6283703699704665,0.5243867502684738,314.3141006395393,1455.6483794661408,177612.21334546903
1115063.0,0.7405101329808889,0.7930218626948523,670.1043163188588,2256.7502559690424,542302.1254876064
1115064.0,0.6822818524278826,0.5870518353290894,909.0497683669166,4195.204362924796,595126.0677591601
1115065.0,0.7502611349577868,0.8345151273534067,635.9482118727075,2226.9060550227805,533481.8445851918
1115066.0,0.6505652445227514,0.5810160776476324,2514.3985234394586,10409.370639054989,1496688.2506037934
1115069.0,0.6863463884424719,0.632645551281773,1155.8584623877832,4737.52864292921,764667.2064589801
1115070.0,0.6767864922244533,0.7074144276678024,1332.0496454138008,4651.547423742043,861345.1145885158
1115071.0,0.6609196044757355,0.5719499656742506,2189.342688557807,10792.894271191235,1355908.423683075
1115072.0,0.6657288190803748,0.5109290772409835,2394.6773068577063,10653.882874125908,1504413.970287901
1116051.0,0.7115324748557926,0.8515260515842695,1628.1457573667092,4917.788041074808,1188087.5733043477
1116052.0,0.665688390136015,0.6563434964910955,1698.3006693204131,5644.922428654798,1066798.5497194885
1116053.0,0.6890951052779659,0.775361799392614,856.9355294981872,2188.5341915926224,580193.2746045776
1116054.0,0.733657923062991,0.7796473460420446,2622.866010088492,10014.501616235779,2068024.205761714
1116055.0,0.6317689474513883,0.6411020205922779,1668.883469559791,5574.372124446236,954020.4931412175
1116057.0,0.7140063419457278,0.8075670429648774,485.91801673150405,1299.6580215738973,356800.86127732083
1116058.0,0.711712297611612,0.7551093203099811,942.2090544540891,3241.232549352219,686341.8029839918
1116059.0,0.7349574453610589,0.8021195499302161,717.7257490026233,2281.812250432831,570026.4637535856
1116061.0,0.6610266438161257,0.6503762429093393,1462.1251766026155,5069.477648098164,907969.1487843612
1116063.0,0.6891085286674116,0.7105871151398341,1617.4185469420788,4950.870260918268,1095130.0872679132
1116064.0,0.7744849888561818,0.9094535871197592,2861.505861912867,10028.610603031837,2670983.988504971
1116065.0,0.6805310096069547,0.7318267705388949,860.1218206751842,3200.0422549873224,566739.3352618421
1116066.0,0.6876703772973688,0.7357832137684652,751.655130507056,2407.9707990448173,506591.0930977551
1116067.0,0.7332511701580673,0.7823549516697896,1798.4464677629944,6943.957536959792,1419211.4045577683
1116069.0,0.7485399698020072,0.8322707009361023,1547.4971154904076,6528.901474777677,1295427.1203826927
1116070.0,0.8110788345425632,0.9305734275014509,984.9311703674088,3752.350548088891,1097431.3590556888
1116071.0,0.8489020941441896,0.9681785753459082,663.4260507507679,1991.2551410329495,924243.0124498408
1116072.0,0.7955805040071452,0.9216031701865376,573.9617488634533,2097.1924936934693,591034.3705180641
1116073.0,0.683961165982711,0.7380498103150889,2147.272313912764,6413.341116247267,1423412.2561663245
1116074.0,0.6206482259069441,0.5369908425913517,1888.9126568985243,7479.986402633701,1043166.8668647592
1117051.0,0.7249228696791263,0.7909131826794911,1837.7345582776497,8742.703572798959,1396286.642339176
1117052.0,0.7167889410308823,0.80311926746432,658.8766968873753,2188.6817776255684,486228.2926051885
1117054.0,0.6613350239377792,0.45163141027900433,3529.304815431666,20903.013766988148,2183247.1944104745
1117055.0,0.6894009343497094,0.6738421970360866,1195.193150287986,5424.136649043071,806161.3593752899
1117056.0,0.7186441910899295,0.690316825345719,2503.934731921273,11243.40814731272,1860001.9704544824
1117061.0,0.7466221669523438,0.7970291195681779,1008.6166411544713,3525.100074600134,833952.9302159533
1117062.0,0.6871017685931636,0.7691471622393561,692.1831605415674,2221.518196270221,460130.7484076126
1117064.0,0.7404193066224413,0.913852806353365,685.4847261243094,2040.121361947811,551914.342688039
1117065.0,0.7792067337010339,0.945727627236503,476.0664059165441,1323.451928692157,450638.19429090834
1117067.0,0.7207290697307629,0.8551843818462197,520.9364993211482,1763.672965274451,387991.6601213633
1117069.0,0.724456975143247,0.9057034878601125,597.5095467631947,1640.815587792759,449959.6061915131
1117070.0,0.7018669176327305,0.7587314470142986,337.7605650413774,1266.0271606091458,237346.48236386734
1117071.0,0.7289207786304216,0.7415180379119488,1514.5572978285886,5450.935680292013,1167712.057187202
1117072.0,0.6926570510731308,0.7269885157164868,1356.1070278030725,5014.884321064362,924388.9385350598
1118051.0,0.6794767408556033,0.5466754593345059,3804.061719986821,20936.471071613432,2486405.9240649687
1118052.0,0.7276796039496752,0.7265315352024466,1685.0555661841868,7542.308182290235,1296337.4989009234
1118053.0,0.7132108692910247,0.7430493059443988,492.54906774974205,1905.4428824833162,358949.29108788003
1118054.0,0.6975712785602415,0.6180654288445604,807.116612141774,2820.5847318682263,557775.6343199429
1118055.0,0.7318141354337636,0.6999182195997828,718.1203237153835,3217.099828113303,560977.39551525
1118057.0,0.7829743560301081,0.8929860445475807,1209.8296646046774,4997.482619415341,1162302.6682739388
1118058.0,0.688437331939301,0.5996000330222804,643.82436464296,3463.015039648437,432918.3763647268
1118059.0,0.7007724690145483,0.6865115700725375,402.22486828274384,1944.3489885333004,280267.9444660776
1118060.0,0.6508385794110785,0.5162607064549434,745.4281293167921,3388.511509150443,445128.68775824446
1118061.0,0.6887561687370776,0.6495420825763423,586.9276515921007,3285.5131014626863,393178.6048912161
1119054.0,0.8341746363609079,0.9938635903871134,4801.416167098273,8491.680350077188,6051522.860565422
1119055.0,0.6910047587190334,0.6206968244699367,1876.6233022771185,7722.725415782565,1266284.7392170527
