ORIGIN_SUBZONE,distance_bin,COUNT
1103063.0,6.0,58237.18952702705
1103063.0,7.0,44428.87967518275
1103063.0,8.0,30562.000408549386
1103063.0,9.0,27122.43038316616
1103063.0,10.0,17293.21506856638
1103063.0,11.0,16329.10265653454
1103063.0,12.0,15426.178988346348
1103063.0,13.0,11131.237589797032
1103063.0,14.0,6456.008951823583
1103063.0,15.0,4715.833104729698
1103063.0,16.0,6017.882346904371
1103063.0,17.0,1953.823886709046
1103063.0,18.0,449.05372855640337
1103064.0,1.0,69835.88666778701
1103064.0,2.0,26982.752670510927
1103064.0,3.0,14598.879508692313
1103064.0,4.0,16918.624941764534
1103064.0,5.0,10451.831738701494
1103064.0,6.0,10071.381743104588
1103064.0,7.0,8159.899642512367
1103064.0,8.0,7646.106944088131
1103064.0,9.0,4335.859085274719
1103064.0,10.0,3822.0405660037454
1103064.0,11.0,3119.0687214331615
1103064.0,12.0,2446.5413811944104
1103064.0,13.0,1985.9494289527922
1103064.0,14.0,1291.308353802515
1103064.0,15.0,1325.4972798427268
1103064.0,16.0,853.7231032464919
1103064.0,17.0,757.441890618304
1103064.0,18.0,278.4653267913159
1103065.0,0.0,49300.6745561467
1103065.0,1.0,178746.94469570008
1103065.0,2.0,105407.64905996542
1103065.0,3.0,69261.39131848616
1103065.0,4.0,50637.9025058921
1103065.0,5.0,59026.80571563923
1103065.0,6.0,49994.849829151535
1103065.0,7.0,36411.2618841716
