ORIGIN_SUBZONE,distance_bin,COUNT
1105057.0,8.0,18328.52151879954
1105057.0,9.0,16155.853200817211
1105057.0,10.0,11326.666606980078
1105057.0,11.0,4291.064485184586
1105057.0,12.0,3958.3088905236746
1105057.0,13.0,2404.6294576620144
1105057.0,14.0,4805.488417605642
1105057.0,15.0,1810.8307247200316
1105057.0,16.0,2761.373312261455
1105057.0,17.0,1842.6627906443757
1105057.0,18.0,1883.1884859080153
1105057.0,19.0,970.5723553016927
1105057.0,20.0,2422.992295041051
1105057.0,21.0,1178.6528905548132
1105057.0,22.0,808.4498892876775
1105057.0,23.0,341.17235418380073
1105057.0,24.0,44.383795113581435
1105057.0,25.0,200.30963522984945
1105058.0,1.0,337937.35551291093
1105058.0,2.0,97312.80332161247
1105058.0,3.0,94859.75595790612
1105058.0,4.0,70127.51809083554
1105058.0,5.0,63314.19792132181
1105058.0,6.0,31637.467875921513
1105058.0,7.0,42627.199833185834
1105058.0,8.0,42845.01746453684
1105058.0,9.0,33414.075861341174
1105058.0,10.0,20110.020845747415
1105058.0,11.0,11287.522382684752
1105058.0,12.0,10971.129812633777
1105058.0,13.0,8332.55414248548
1105058.0,14.0,3544.036486005183
1105058.0,15.0,8925.077557535433
1105058.0,16.0,4237.431876923215
1105058.0,17.0,5347.752283770139
1105058.0,18.0,3113.351173306505
1105058.0,19.0,3754.008906373915
1105058.0,20.0,2976.203473212532
1105058.0,21.0,2629.2445199099407
1105058.0,22.0,1444.3407729280807
1105058.0,23.0,1006.5532255654994
1105058.0,24.0,502.18609903276206
1105058.0,25.0,170.8683659613813
1105058.0,26.0,332.2536560388035
1105059.0,0.0,107239.99904880083
1105059.0,1.0,242588.2997066056
1105059.0,2.0,123015.1705851547
1105059.0,3.0,44229.34465239656
1105059.0,4.0,52091.76969340854
1105059.0,5.0,59833.71336362156
1105059.0,6.0,42172.648946667876
1105059.0,7.0,25734.891376640728
1105059.0,8.0,31890.462917703102
1105059.0,9.0,17925.52620675343
1105059.0,10.0,14684.6254789924
1105059.0,11.0,14624.516838856016
1105059.0,12.0,9720.52937145699
1105059.0,13.0,9203.173613516126
1105059.0,14.0,7535.908290149617
1105059.0,15.0,6905.160685789225
1105059.0,16.0,3499.7076535881856
1105059.0,17.0,3122.051529827159
1105059.0,18.0,3239.907413318056
1105059.0,19.0,3387.9400621829427
1105059.0,20.0,2174.816917811545
1105059.0,21.0,2258.2570948895973
1105059.0,22.0,549.3370620691021
1105059.0,23.0,572.5603597085271
1105059.0,24.0,270.6390759834506
1105059.0,25.0,388.5879336031109
1105060.0,0.0,76970.3446406335
1105060.0,1.0,309924.1717666221
1105060.0,2.0,86222.67075030268
1105060.0,3.0,48558.11213756158
1105060.0,4.0,41498.047376870876
1105060.0,5.0,42562.09161770911
1105060.0,6.0,39817.98202046069
1105060.0,7.0,28123.875624367978
1105060.0,8.0,18516.318329906782
1105060.0,9.0,23390.769529566347
1105060.0,10.0,14023.493180953403
1105060.0,11.0,7967.489352480042
1105060.0,12.0,8594.5342023831
1105060.0,13.0,7136.7484781452695
1105060.0,14.0,9353.750109270644
1105060.0,15.0,6114.126431353552
1105060.0,16.0,4438.145328656631
1105060.0,17.0,3692.1791870493626
1105060.0,18.0,3629.1579296817636
1105060.0,19.0,2545.719957311054
1105060.0,20.0,1727.4638667623547
1105060.0,21.0,1605.8980835563339
1105060.0,22.0,1824.71167245048
1105060.0,23.0,520.6511489803795
1105060.0,24.0,101.71002212427328
1105060.0,25.0,552.5476239071287
1105061.0,0.0,71012.04622284323
1105061.0,1.0,294664.6468057029
1105061.0,2.0,110038.09672005718
1105061.0,3.0,72982.49133188804
1105061.0,4.0,58780.22768702126
1105061.0,5.0,40411.70896984904
1105061.0,6.0,37364.765554070604
1105061.0,7.0,33503.048760872036
1105061.0,8.0,33879.06584197152
1105061.0,9.0,21224.921247017162
1105061.0,10.0,14634.554052548627
1105061.0,11.0,16915.831831929274
1105061.0,12.0,9452.88020655676
1105061.0,13.0,5980.877387557423
1105061.0,14.0,7726.224327439191
1105061.0,15.0,5962.893082429931
1105061.0,16.0,5480.270824214547
1105061.0,17.0,3887.5413527959445
1105061.0,18.0,3132.5671077722827
1105061.0,19.0,4191.870700030998
1105061.0,20.0,3053.209376672828
1105061.0,21.0,2039.6219046888282
1105061.0,22.0,1446.9644424563357
1105061.0,23.0,1328.3548628686037
1105061.0,24.0,372.6550911742668
1105061.0,25.0,158.86367347339632
1105061.0,26.0,405.63612311866336
1105062.0,1.0,429991.4751268598
1105062.0,2.0,147373.9165618006
1105062.0,3.0,98262.16297772013
1105062.0,4.0,77714.1692699287
1105062.0,5.0,44796.60175028662
1105062.0,6.0,65528.40555025489
1105062.0,7.0,42032.59091215661
1105062.0,8.0,21824.55324939687
1105062.0,9.0,30374.703019802142
1105062.0,10.0,34183.59529281961
1105062.0,11.0,19523.654742084545
1105062.0,12.0,16600.58348110802
1105062.0,13.0,16120.239144954581
1105062.0,14.0,14474.969627781838
1105062.0,15.0,10936.2878506474
1105062.0,16.0,9384.180110374993
1105062.0,17.0,9023.145417649794
1105062.0,18.0,7777.927080953094
1105062.0,19.0,7076.873912751016
1105062.0,20.0,2296.6764421619205
1105062.0,21.0,1880.7074477496828
1105062.0,22.0,3016.4721132884356
1105062.0,23.0,2352.192627438553
1105062.0,24.0,698.7903532491131
1105062.0,25.0,235.4046182936272
1105062.0,26.0,1066.1098693134168
1105063.0,0.0,72326.48195322331
1105063.0,1.0,264077.7264172736
1105063.0,2.0,158900.86350275265
1105063.0,3.0,116005.04135145634
1105063.0,4.0,86122.43209792157
1105063.0,5.0,71821.05909616784
1105063.0,6.0,59342.57955220473
1105063.0,7.0,50165.91579189164
1105063.0,8.0,42323.81229301853
1105063.0,9.0,35054.32066823066
1105063.0,10.0,39432.1054313974
1105063.0,11.0,25463.499235274878
1105063.0,12.0,18397.725605284144
1105063.0,13.0,11311.621032427434
1105063.0,14.0,11721.779498290834
1105063.0,15.0,14900.978068270484
1105063.0,16.0,8173.803795225045
1105063.0,17.0,8992.98838677229
1105063.0,18.0,4901.047576411316
1105063.0,19.0,7809.035395019405
1105063.0,20.0,3848.128083966099
1105063.0,21.0,4901.504327949452
1105063.0,22.0,2433.5539417789923
1105063.0,23.0,2078.110473181255
1105063.0,24.0,1895.1730539029015
1105063.0,25.0,568.4352905342629
1105063.0,26.0,373.2290123360391
1105063.0,27.0,909.4349706544195
1105064.0,0.0,226348.36262979073
1105064.0,1.0,140271.47192172625
1105064.0,2.0,128312.09768648255
1105064.0,3.0,49234.815963882764
1105064.0,4.0,41839.87241399855
1105064.0,5.0,54503.075846701926
1105064.0,6.0,32628.091668300152
1105064.0,7.0,21274.899200304848
1105064.0,8.0,21056.86058231795
1105064.0,9.0,22295.16360068961
1105064.0,10.0,8455.05095959273
1105064.0,11.0,8193.364052774832
1105064.0,12.0,8780.116409546099
1105064.0,13.0,9488.987745835637
1105064.0,14.0,6790.873721928294
1105064.0,15.0,5029.745756434081
1105064.0,16.0,5297.288781053301
1105064.0,17.0,3845.000159250386
1105064.0,18.0,3207.6335592567384
1105064.0,19.0,1766.1502571604337
1105064.0,20.0,2012.2654484234988
1105064.0,21.0,1004.3007428965519
1105064.0,22.0,1102.5510570621693
1105064.0,23.0,265.25430030334167
1105064.0,24.0,192.4092364411143
1105064.0,25.0,502.4873807231224
1105065.0,0.0,84123.84388419884
1105065.0,1.0,254600.0707651044
1105065.0,2.0,101909.21963883871
1105065.0,3.0,52772.38766673052
1105065.0,4.0,43403.41333468192
1105065.0,5.0,45623.482896499045
1105065.0,6.0,32544.000752324755
1105065.0,7.0,18324.906371011708
1105065.0,8.0,22072.940323573926
1105065.0,9.0,21798.107572529236
1105065.0,10.0,12186.011590854328
1105065.0,11.0,8384.507785188682
1105065.0,12.0,5640.693064839901
1105065.0,13.0,10972.536711217368
1105065.0,14.0,7699.425310308076
1105065.0,15.0,4655.758379443869
1105065.0,16.0,4678.959255128576
1105065.0,17.0,4051.110233050629
1105065.0,18.0,4432.793585043941
1105065.0,19.0,919.8976001881651
1105065.0,20.0,1016.5007781033162
1105065.0,21.0,1321.2200424315124
1105065.0,22.0,1239.1547156267704
1105065.0,23.0,180.3597020604615
1105065.0,24.0,55.439806912190335
1105065.0,25.0,574.5459243545738
1105066.0,0.0,173528.55939421416
1105066.0,1.0,312452.7777076211
1105066.0,2.0,141274.8837244498
1105066.0,3.0,114472.3971494805
1105066.0,4.0,87525.88749492644
1105066.0,5.0,53070.422323528735
1105066.0,6.0,45313.95858788097
1105066.0,7.0,40093.44650343654
1105066.0,8.0,36397.74202250191
1105066.0,9.0,22775.005161598066
1105066.0,10.0,18158.515674997096
1105066.0,11.0,15193.355832449199
1105066.0,12.0,18449.891075373398
1105066.0,13.0,17629.468237156136
1105066.0,14.0,11904.934196866094
1105066.0,15.0,9565.61572506691
1105066.0,16.0,6292.1446970883335
1105066.0,17.0,7110.474957800121
1105066.0,18.0,1989.3648804612628
1105066.0,19.0,1673.5675937451426
1105066.0,20.0,2194.5684697965553
1105066.0,21.0,1530.0736569843398
1105066.0,22.0,227.8374676841609
1105066.0,23.0,63.46453042816965
1105066.0,24.0,1012.8794677986675
1105067.0,0.0,160911.04634017491
1105067.0,1.0,256891.70247602876
1105067.0,2.0,123674.73676485417
1105067.0,3.0,97100.7514010676
1105067.0,4.0,85620.85062005144
1105067.0,5.0,62827.47827589483
1105067.0,6.0,55712.93157270014
1105067.0,7.0,45040.532158353904
1105067.0,8.0,34757.78619478674
1105067.0,9.0,21963.43966715229
1105067.0,10.0,16088.342584715245
1105067.0,11.0,17881.00071066652
1105067.0,12.0,23955.064215195027
1105067.0,13.0,14287.27900064448
1105067.0,14.0,9003.341170461197
1105067.0,15.0,13296.39014014671
1105067.0,16.0,6239.858620954076
1105067.0,17.0,3581.583246511148
1105067.0,18.0,2914.807988634701
1105067.0,19.0,3068.7131390907034
1105067.0,20.0,1346.4301385846657
1105067.0,21.0,507.29410777671546
1105067.0,22.0,322.2753105116404
1105067.0,23.0,854.6107320768334
1106071.0,0.0,195335.37547994236
1106071.0,1.0,143640.98563785545
1106071.0,2.0,88645.11045288667
1106071.0,3.0,55399.64197601914
1106071.0,4.0,44410.171286025405
1106071.0,5.0,55112.74890352796
1106071.0,6.0,26994.984380191054
1106071.0,7.0,27131.41854050995
1106071.0,8.0,14232.651387665524
1106071.0,9.0,11803.098797001778
1106071.0,10.0,24909.70314254142
1106071.0,11.0,12978.440340178928
1106071.0,12.0,17603.460745595326
1106071.0,13.0,7328.960703740691
1106071.0,14.0,6363.608247186652
1106071.0,15.0,4629.380945517029
1106071.0,16.0,3844.0037789763014
1106071.0,17.0,4064.2143497320617
1106071.0,18.0,3376.0650883025532
1106071.0,19.0,3395.6200936011965
1106071.0,20.0,1789.9108746573395
1106071.0,21.0,319.6050764687568
1106071.0,22.0,144.47364664361902
1106071.0,23.0,334.0761231457921
1106072.0,0.0,209002.19239753624
1106072.0,1.0,159136.47751889346
1106072.0,2.0,56950.336447447844
1106072.0,3.0,50409.59457354761
1106072.0,4.0,42119.86446853513
1106072.0,5.0,38622.45791867733
1106072.0,6.0,43977.645243283616
1106072.0,7.0,22991.509276913595
1106072.0,8.0,25365.257841746992
1106072.0,9.0,12715.2560366091
1106072.0,10.0,19319.13970443175
1106072.0,11.0,12196.888460166909
1106072.0,12.0,8073.207508644707
1106072.0,13.0,13335.310416431257
1106072.0,14.0,4807.7508888676
1106072.0,15.0,5589.416681107273
1106072.0,16.0,3273.8559335997247
1106072.0,17.0,2166.648420802384
1106072.0,18.0,4671.979169952572
1106072.0,19.0,1890.5017543834756
1106072.0,20.0,3643.795027796205
1106072.0,21.0,1489.2756138089724
1106072.0,22.0,433.68110588924355
1106072.0,23.0,662.8760493932828
1106073.0,0.0,77878.78113836043
1106073.0,1.0,246019.97425406892
1106073.0,2.0,80317.55766681532
1106073.0,3.0,45210.292896344545
1106073.0,4.0,49307.18371339013
1106073.0,5.0,28944.840411221416
1106073.0,6.0,31701.320781881106
1106073.0,7.0,24099.853320692277
1106073.0,8.0,21687.79900412857
1106073.0,9.0,16505.89022671113
1106073.0,10.0,11353.792914084093
1106073.0,11.0,10849.605688449243
1106073.0,12.0,8048.147656688698
1106073.0,13.0,9952.447611296771
1106073.0,14.0,3663.3991163978053
1106073.0,15.0,4306.600521441642
1106073.0,16.0,3585.4210998512635
1106073.0,17.0,1623.4819505302673
1106073.0,18.0,4227.4681052403375
1106073.0,19.0,1816.299082800242
1106073.0,20.0,2377.377771201092
1106073.0,21.0,1216.0314245231216
1106073.0,22.0,174.71466894700217
1106073.0,23.0,196.38419437580123
1106073.0,24.0,313.0091633508709
1106080.0,0.0,117752.24011826259
1106080.0,1.0,181739.9254872706
1106080.0,2.0,85816.45819502928
1106080.0,3.0,59782.23984560311
1106080.0,4.0,46435.79128140215
1106080.0,5.0,42469.13388249044
1106080.0,6.0,31667.330681458276
1106080.0,7.0,20910.032756280052
1106080.0,8.0,18888.816466986656
1106080.0,9.0,14474.42779965201
1106080.0,10.0,13608.340788518466
1106080.0,11.0,15189.778826163554
1106080.0,12.0,8538.552736169597
1106080.0,13.0,5939.470686571401
1106080.0,14.0,5931.084613341378
1106080.0,15.0,3740.0693057815706
1106080.0,16.0,4040.1562903481363
1106080.0,17.0,2995.452860623368
1106080.0,18.0,3168.609225061757
1106080.0,19.0,1870.2036440835495
1106080.0,20.0,879.990780251173
1106080.0,21.0,507.85314001085317
1106080.0,22.0,380.92124731615854
1106081.0,0.0,142211.83115282792
1106081.0,1.0,464206.6425439155
1106081.0,2.0,199167.85716694652
1106081.0,3.0,204644.23384970488
1106081.0,4.0,106277.09276222702
1106081.0,5.0,118767.7163903984
1106081.0,6.0,71106.42717659251
1106081.0,7.0,86707.32469586666
1106081.0,8.0,74322.97265508818
1106081.0,9.0,49547.29279021182
1106081.0,10.0,57079.23264594671
1106081.0,11.0,31391.610531390357
1106081.0,12.0,18025.41634473243
1106081.0,13.0,21700.890422244724
1106081.0,14.0,9207.836660890382
1106081.0,15.0,16177.055224073138
1106081.0,16.0,9739.775971537121
1106081.0,17.0,10669.392791138698
1106081.0,18.0,7482.861397629225
1106081.0,19.0,386.626862671767
1106081.0,20.0,1333.110352890587
1106081.0,21.0,969.1546461675774
1106082.0,0.0,304588.51328315085
1106082.0,1.0,238166.621207002
1106082.0,2.0,164264.31990695055
1106082.0,3.0,153866.06197934624
1106082.0,4.0,112994.66166690503
1106082.0,5.0,85741.95984713778
1106082.0,6.0,68255.05379451098
1106082.0,7.0,55629.70259684624
1106082.0,8.0,39754.746643656275
1106082.0,9.0,49865.28139087619
1106082.0,10.0,36394.17222536078
1106082.0,11.0,24582.098443653093
1106082.0,12.0,15419.846152393982
1106082.0,13.0,15859.693465271515
1106082.0,14.0,12186.723745971405
1106082.0,15.0,7746.516165727564
1106082.0,16.0,7624.558431162472
1106082.0,17.0,7896.5126852812255
1106082.0,18.0,5004.468289795141
1106082.0,19.0,3159.323527896587
1106082.0,20.0,1056.3601907744824
1106082.0,21.0,674.3025824470518
1106083.0,0.0,176143.7196348394
1106083.0,1.0,401308.32822489116
1106083.0,2.0,154766.0086689878
1106083.0,3.0,129481.38459234989
1106083.0,4.0,85387.82647458152
1106083.0,5.0,75861.90220053548
1106083.0,6.0,47703.806708434306
1106083.0,7.0,49208.44308407363
1106083.0,8.0,44283.22265665994
1106083.0,9.0,29769.841249339242
1106083.0,10.0,17368.033482367126
1106083.0,11.0,21311.17549662586
1106083.0,12.0,17416.589021662196
1106083.0,13.0,9388.280076853856
1106083.0,14.0,9292.04936334009
1106083.0,15.0,5363.473018099608
1106083.0,16.0,6773.334191447045
1106083.0,17.0,4864.316630235354
1106083.0,18.0,6780.527744751098
1106083.0,19.0,4184.433621335571
1106083.0,20.0,2313.4189036954185
1106083.0,21.0,531.9261716461051
1106083.0,22.0,573.9482212985572
1106084.0,0.0,112501.27182705255
1106084.0,1.0,191459.6820642138
1106084.0,2.0,64016.280935485804
1106084.0,3.0,43382.463898337766
1106084.0,4.0,32608.704656610018
1106084.0,5.0,27340.759042076905
1106084.0,6.0,22450.69597321726
1106084.0,7.0,28313.91455887497
1106084.0,8.0,17695.187362388537
1106084.0,9.0,18127.977121169486
1106084.0,10.0,12691.620582588572
1106084.0,11.0,8378.818930293455
1106084.0,12.0,8884.132329594784
1106084.0,13.0,7359.534437893861
1106084.0,14.0,3104.0666118566705
1106084.0,15.0,4173.409585924642
1106084.0,16.0,1634.0383341233126
1106084.0,17.0,2167.0708894925833
1106084.0,18.0,1662.9481619334297
1106084.0,19.0,2415.398566224301
1106084.0,20.0,881.2665920861209
1106084.0,21.0,726.2353613393385
1106084.0,22.0,214.67592267289584
1106084.0,23.0,269.24436146433453
1106086.0,0.0,128018.35121726929
1106086.0,1.0,212081.88558278367
1106086.0,2.0,99680.06866488363
1106086.0,3.0,55881.48302345785
1106086.0,4.0,31251.206939907795
1106086.0,5.0,41248.24761536878
1106086.0,6.0,37099.06018546734
1106086.0,7.0,26469.011415606732
1106086.0,8.0,28144.549972760215
1106086.0,9.0,21270.55297655263
1106086.0,10.0,9056.717675110476
1106086.0,11.0,10212.831557531084
1106086.0,12.0,9507.129959118289
1106086.0,13.0,5578.074349018192
1106086.0,14.0,4181.539179304794
1106086.0,15.0,2645.84153221618
1106086.0,16.0,2340.7072156815384
1106086.0,17.0,2946.2576743748964
1106086.0,18.0,2613.9037239372074
1106086.0,19.0,1253.0416284944765
1106086.0,20.0,1833.5476245073783
1106086.0,21.0,302.65337738024994
1106086.0,22.0,287.3101965123025
1106086.0,23.0,257.5094766532974
1106087.0,0.0,85399.62291617526
1106087.0,1.0,271729.7285172088
1106087.0,2.0,141373.2421393937
1106087.0,3.0,114552.01236334721
1106087.0,4.0,65379.69075870435
1106087.0,5.0,60310.864137502474
1106087.0,6.0,50763.083150475184
1106087.0,7.0,71806.31636553968
1106087.0,8.0,33750.236036718525
1106087.0,9.0,34531.13289526774
1106087.0,10.0,22499.28184098076
1106087.0,11.0,13048.941867221467
1106087.0,12.0,10372.951078719387
1106087.0,13.0,14476.475412248155
1106087.0,14.0,7304.162027473611
1106087.0,15.0,7955.529376553397
1106087.0,16.0,5198.144639346696
1106087.0,17.0,5484.356859857153
1106087.0,18.0,3657.901537112784
1106087.0,19.0,6236.289495369816
1106087.0,20.0,3367.23304407008
1106087.0,21.0,1811.1507177591811
1106087.0,22.0,672.174132893103
1106087.0,23.0,288.97430898184416
1106087.0,24.0,752.6496668241024
1106088.0,1.0,535944.7172230097
1106088.0,2.0,138649.2494727251
1106088.0,3.0,100237.45814211604
1106088.0,4.0,82086.44971047553
1106088.0,5.0,40819.90364434222
1106088.0,6.0,58239.48988186567
1106088.0,7.0,52512.46727176001
1106088.0,8.0,54628.154347905845
1106088.0,9.0,25426.28476319875
1106088.0,10.0,22123.190865369004
1106088.0,11.0,15521.786913127391
1106088.0,12.0,7844.697075763916
1106088.0,13.0,15835.350369090109
1106088.0,14.0,6946.620267892803
1106088.0,15.0,6584.658316398401
1106088.0,16.0,4295.616308406513
1106088.0,17.0,4499.460034215212
1106088.0,18.0,3841.1915101359646
1106088.0,19.0,4043.494494676191
1106088.0,20.0,3077.259862639599
1106088.0,21.0,2853.043783790844
1106088.0,22.0,676.1998902275468
1106088.0,23.0,438.22165064251953
1106088.0,24.0,695.5363331801999
1106089.0,0.0,232680.1571292871
1106089.0,1.0,95073.1755838488
1106089.0,2.0,94040.75771215933
1106089.0,3.0,57042.553541649315
1106089.0,4.0,43960.8159410515
1106089.0,5.0,42340.49206949947
1106089.0,6.0,45974.78371221777
1106089.0,7.0,21224.486424227165
1106089.0,8.0,24335.05230624516
1106089.0,9.0,23488.244483288185
1106089.0,10.0,20048.31512550309
1106089.0,11.0,20113.456245220787
1106089.0,12.0,11022.82319856175
1106089.0,13.0,17326.779792788162
1106089.0,14.0,9942.754238207866
1106089.0,15.0,4628.761945624342
1106089.0,16.0,5130.693707976421
1106089.0,17.0,2329.37995829297
1106089.0,18.0,4922.820136715048
1106089.0,19.0,3499.4908966133103
1106089.0,20.0,3345.753159083234
1106089.0,21.0,1432.8707323100753
1106089.0,22.0,503.6641060184677
1106089.0,23.0,598.4569160978668
1106090.0,0.0,115232.37693966347
1106090.0,1.0,96045.20383996918
1106090.0,2.0,57074.97584571105
1106090.0,3.0,66019.26961026472
1106090.0,4.0,31421.441768026565
1106090.0,5.0,37938.93697399959
1106090.0,6.0,26219.22587970502
1106090.0,7.0,26437.374573816192
1106090.0,8.0,12401.237552841318
1106090.0,9.0,14778.262821990838
1106090.0,10.0,10069.55334696327
1106090.0,11.0,12586.024652844926
1106090.0,12.0,8809.0007784526
1106090.0,13.0,8035.70650757995
1106090.0,14.0,7774.9311396827325
1106090.0,15.0,2479.3133019027728
1106090.0,16.0,4955.1875191430345
1106090.0,17.0,2286.686573482862
1106090.0,18.0,1954.9159291557205
1106090.0,19.0,2247.478973254624
1106090.0,20.0,2975.4345184982476
1106090.0,21.0,1373.6333356323669
1106090.0,22.0,776.6739055015519
1106090.0,23.0,197.19418509139905
1106090.0,24.0,261.6364735161212
1106091.0,0.0,155487.13639333498
1106091.0,1.0,273278.08315003855
1106091.0,2.0,100298.5303380783
1106091.0,3.0,89286.40561869623
1106091.0,4.0,61429.79198960487
1106091.0,5.0,49906.255179905296
1106091.0,6.0,53104.55748937523
1106091.0,7.0,38290.141778054814
1106091.0,8.0,37138.477925939726
1106091.0,9.0,26160.742710019997
1106091.0,10.0,17914.395050234725
1106091.0,11.0,18240.375932243434
1106091.0,12.0,9953.1368165742
1106091.0,13.0,8634.16018996793
1106091.0,14.0,3515.613208737214
1106091.0,15.0,4622.092724268998
1106091.0,16.0,4703.882796859997
1106091.0,17.0,2782.3103740397974
1106091.0,18.0,4373.327754272292
1106091.0,19.0,2950.5656724891674
1106091.0,20.0,1116.46700841667
1106091.0,21.0,489.7879416163637
1106091.0,22.0,456.8861512955263
1107052.0,0.0,93209.7737446446
1107052.0,1.0,181161.9378036856
1107052.0,2.0,102566.45752759374
1107052.0,3.0,42928.24345763196
1107052.0,4.0,27777.449468549876
1107052.0,5.0,31818.116244108343
1107052.0,6.0,29788.027745874522
1107052.0,7.0,31028.057973734172
1107052.0,8.0,22496.279635985546
1107052.0,9.0,19301.434568534045
1107052.0,10.0,14007.638916779473
1107052.0,11.0,10217.614929913676
1107052.0,12.0,8218.212643596022
1107052.0,13.0,6174.140407258815
1107052.0,14.0,5712.907561060223
1107052.0,15.0,2750.608983385571
1107052.0,16.0,2462.2987125706577
1107052.0,17.0,2514.2017470849296
1107052.0,18.0,1417.9777586461885
1107052.0,19.0,2925.3309690362507
1107052.0,20.0,1625.3843876940746
1107052.0,21.0,2361.6008505036243
1107052.0,22.0,708.1412742023566
1107052.0,23.0,471.849121500978
1107052.0,24.0,193.4331166778171
1107052.0,25.0,299.12113218750187
1107054.0,0.0,76196.06025494367
1107054.0,1.0,146582.63653393326
1107054.0,2.0,46563.7482530166
1107054.0,3.0,50552.12587831658
1107054.0,4.0,48826.372899222886
1107054.0,5.0,15589.448510298851
1107054.0,6.0,25074.270996574363
1107054.0,7.0,25247.808565608768
1107054.0,8.0,18708.453366246635
1107054.0,9.0,20959.51975908868
1107054.0,10.0,11553.46588197649
1107054.0,11.0,7539.238186123253
1107054.0,12.0,4100.899093237413
1107054.0,13.0,1736.1159835592723
1107054.0,14.0,5633.5183051001895
1107054.0,15.0,2261.7419176040517
1107054.0,16.0,2059.6070288248907
1107054.0,17.0,1116.4776466152837
1107054.0,18.0,2186.899944185988
1107054.0,19.0,1631.8323525300084
1107054.0,20.0,2256.540439246169
1107054.0,21.0,829.0596288214125
1107054.0,22.0,1005.7064685255484
1107054.0,23.0,180.50622890972508
1107054.0,24.0,221.94756639643632
1107054.0,25.0,242.35597524322824
1107055.0,0.0,21469.98963517645
1107055.0,1.0,138097.26214482833
1107055.0,2.0,36862.67097120676
1107055.0,3.0,46947.07315686339
1107055.0,4.0,18614.077845414122
1107055.0,5.0,13848.332923638609
1107055.0,6.0,11448.987570837113
1107055.0,7.0,16993.53098832964
1107055.0,8.0,11680.67502649195
1107055.0,9.0,11768.433995905754
1107055.0,10.0,6177.397804151458
1107055.0,11.0,6833.882021797048
1107055.0,12.0,3096.4705947260745
1107055.0,13.0,2131.7484582710376
1107055.0,14.0,4313.201254219591
1107055.0,15.0,1465.7747053577327
1107055.0,16.0,1410.6024693394331
1107055.0,17.0,1162.227376449654
1107055.0,18.0,1188.7598179128738
1107055.0,19.0,1124.8216476335772
1107055.0,20.0,1164.0020770091644
1107055.0,21.0,795.0107821591428
1107055.0,22.0,663.3990320350799
1107055.0,23.0,119.23922471185081
1107055.0,24.0,108.26060477789812
1107055.0,25.0,151.8251125386755
1107057.0,0.0,135572.13418488734
1107057.0,1.0,129373.08501779434
1107057.0,2.0,72642.97282940638
1107057.0,3.0,62079.94498712616
1107057.0,4.0,47143.41977796729
1107057.0,5.0,32544.522912697856
1107057.0,6.0,27097.282336853077
1107057.0,7.0,29685.133527757345
1107057.0,8.0,24938.876030906224
1107057.0,9.0,32707.37988810791
1107057.0,10.0,18320.98014335527
1107057.0,11.0,11290.382116447163
1107057.0,12.0,6054.816732681595
1107057.0,13.0,6414.067170606245
1107057.0,14.0,3557.472793282514
1107057.0,15.0,6600.549991177368
1107057.0,16.0,2911.927060207003
1107057.0,17.0,3334.0925423932736
1107057.0,18.0,1791.2889058612382
1107057.0,19.0,2767.0016672963825
1107057.0,20.0,1894.009371864871
1107057.0,21.0,2825.7777730925845
1107057.0,22.0,1016.0179242280545
1107057.0,23.0,738.4398055433566
1107057.0,24.0,146.67699797628066
1107057.0,25.0,169.30578746726457
1107057.0,26.0,249.29916942932888
1107059.0,0.0,51878.36220968802
1107059.0,1.0,183771.9115754251
1107059.0,2.0,24568.697894351804
1107059.0,3.0,17086.962324506294
1107059.0,4.0,18382.746335439988
1107059.0,5.0,20651.772461687702
1107059.0,6.0,18471.598646195587
1107059.0,7.0,12493.386344468536
1107059.0,8.0,10926.426823699787
1107059.0,9.0,15458.806439850525
1107059.0,10.0,12645.03815161849
1107059.0,11.0,8037.198649627195
1107059.0,12.0,9032.078041173181
1107059.0,13.0,8373.838574151052
1107059.0,14.0,5520.380605814088
1107059.0,15.0,3781.7240462519635
1107059.0,16.0,3974.182202582333
1107059.0,17.0,1943.614947287338
1107059.0,18.0,2499.8983810288964
1107059.0,19.0,1768.9015783463083
1107059.0,20.0,1549.0551888382704
1107059.0,21.0,1702.6174517440193
1107059.0,22.0,2132.702025529631
1107059.0,23.0,473.40464173099616
1107059.0,24.0,242.03102983021142
1107059.0,25.0,108.27497843012739
1107059.0,26.0,210.89866948612428
1107060.0,0.0,281963.69189110666
1107060.0,1.0,164832.59235867803
1107060.0,2.0,271969.7346245462
1107060.0,3.0,86260.7633263975
1107060.0,4.0,58651.138893289084
1107060.0,5.0,65871.49563254116
1107060.0,6.0,60007.61480772329
1107060.0,7.0,44594.00000076621
1107060.0,8.0,49710.69988876569
1107060.0,9.0,24603.24242508912
1107060.0,10.0,21248.103778520184
1107060.0,11.0,19100.093402464998
1107060.0,12.0,17658.29337216249
1107060.0,13.0,12600.7193363601
1107060.0,14.0,6629.398512283328
1107060.0,15.0,10428.668600450292
1107060.0,16.0,4301.206855811303
1107060.0,17.0,5141.088176258568
1107060.0,18.0,3890.617592740205
1107060.0,19.0,2882.111731863471
1107060.0,20.0,3020.175223445452
1107060.0,21.0,4079.7065518501704
1107060.0,22.0,2036.0848670819032
1107060.0,23.0,1754.2022606895484
1107060.0,24.0,131.36396755136818
1107060.0,25.0,750.0994763716905
1107061.0,0.0,113886.6188038589
1107061.0,1.0,82535.50460765357
