Cluster,CPC
0,0.7341451062779663
1,0.7413302002499093
2,0.7315332779374116
3,0.7404061417401255
4,0.7190897378373672
5,0.699864832867919
6,0.7293946416858978
7,0.7395849634015818
8,0.7143522687947474
9,0.745049700284178
