Cluster,CPC
0,0.5626620493569235
1,0.5824308502107932
2,0.5341709360453258
3,0.5422164810704162
4,0.5779495665835012
5,0.557678493965645
6,0.5852135026841536
7,0.5683970153706056
8,0.4742649981971354
9,0.5865262460704229
