ORIGIN_ZONE,DEST_SUBZONE,T_hat_ij
OTSZ02,OTSZ02,120.18682298715106
OTSZ02,BMSZ02,65.82117642227234
OTSZ02,OTSZ03,103.97631477544967
OTSZ02,DTSZ04,103.97631477544967
OTSZ02,DTSZ05,44.88928929764645
OTSZ02,OTSZ04,103.97631477544967
OTSZ02,BMSZ10,44.88928929764645
OTSZ02,DTSZ12,44.88928929764645
OTSZ02,BMSZ04,44.88928929764645
OTSZ02,DTSZ06,44.88928929764645
OTSZ02,MSSZ01,65.82117642227234
OTSZ02,OTSZ01,103.97631477544967
OTSZ02,SRSZ03,103.97631477544967
OTSZ02,BMSZ08,65.82117642227234
OTSZ02,BMSZ03,65.82117642227234
OTSZ02,BMSZ07,41.602671450369
OTSZ02,BMSZ09,44.88928929764645
OTSZ02,SRSZ02,103.97631477544967
OTSZ02,BMSZ15,65.82117642227234
OTSZ02,DTSZ09,103.97631477544967
OTSZ02,BMSZ16,103.97631477544967
OTSZ02,BMSZ14,65.82117642227234
OTSZ02,DTSZ07,103.97631477544967
OTSZ02,DTSZ08,103.97631477544967
OTSZ02,BMSZ11,44.88928929764645
OTSZ02,BMSZ13,41.602671450369
OTSZ02,QTSZ14,56.81022394878414
OTSZ02,QTSZ13,9.822710057549385
OTSZ02,QTSZ07,12.18389179777039
OTSZ02,QTSZ12,56.81022394878414
OTSZ02,BMSZ06,65.82117642227234
OTSZ02,MESZ01,41.602671450369
OTSZ02,RVSZ05,44.88928929764645
OTSZ02,SRSZ01,44.88928929764645
OTSZ02,WISZ01,3.7752052314945392
OTSZ02,WISZ03,2.7168258257848805
OTSZ02,WISZ02,11.103500591159786
OTSZ02,SISZ02,9.822710057549385
OTSZ02,SISZ01,41.602671450369
OTSZ02,BMSZ17,44.88928929764645
OTSZ02,DTSZ10,44.88928929764645
OTSZ02,SVSZ01,65.82117642227234
OTSZ02,BMSZ01,41.602671450369
OTSZ02,DTSZ11,44.88928929764645
OTSZ02,BMSZ05,103.97631477544967
OTSZ02,BMSZ12,41.602671450369
OTSZ02,MPSZ04,27.36607585068127
OTSZ02,QTSZ11,27.36607585068127
OTSZ02,RVSZ01,65.82117642227234
OTSZ02,RCSZ04,41.602671450369
OTSZ02,KLSZ09,41.602671450369
OTSZ02,QTSZ05,41.602671450369
OTSZ02,ORSZ01,65.82117642227234
OTSZ02,MPSZ03,27.36607585068127
OTSZ02,QTSZ04,56.81022394878414
OTSZ02,RCSZ06,65.82117642227234
OTSZ02,RCSZ03,41.602671450369
OTSZ02,QTSZ08,56.81022394878414
OTSZ02,KLSZ05,12.18389179777039
OTSZ02,MPSZ01,9.822710057549385
OTSZ02,QTSZ03,56.81022394878414
OTSZ02,QTSZ10,27.36607585068127
OTSZ02,ORSZ02,65.82117642227234
OTSZ02,NTSZ06,65.82117642227234
OTSZ02,RCSZ02,41.602671450369
OTSZ02,PNSZ04,2.503889545733099
OTSZ02,TNSZ03,12.18389179777039
OTSZ02,NTSZ04,65.82117642227234
OTSZ02,CLSZ08,12.865063959580155
OTSZ02,NTSZ05,65.82117642227234
OTSZ02,BDSZ07,18.36659932177782
OTSZ02,CLSZ07,12.865063959580155
OTSZ02,MUSZ02,44.88928929764645
OTSZ02,MPSZ05,56.81022394878414
OTSZ02,DTSZ03,65.82117642227234
OTSZ02,ORSZ03,65.82117642227234
OTSZ02,RCSZ09,65.82117642227234
OTSZ02,TNSZ02,65.82117642227234
OTSZ02,JESZ10,11.103500591159786
OTSZ02,NTSZ01,41.602671450369
OTSZ02,KLSZ04,12.18389179777039
OTSZ02,RCSZ05,41.602671450369
OTSZ02,RCSZ08,65.82117642227234
OTSZ02,RCSZ07,65.82117642227234
OTSZ02,PNSZ01,2.503889545733099
OTSZ02,GLSZ01,9.822710057549385
OTSZ02,JESZ06,11.103500591159786
OTSZ02,BLSZ01,3.7752052314945392
OTSZ02,BTSZ06,9.822710057549385
OTSZ02,BDSZ03,18.36659932177782
OTSZ02,MPSZ02,27.36607585068127
OTSZ02,QTSZ02,56.81022394878414
OTSZ02,RCSZ01,41.602671450369
OTSZ02,NTSZ03,41.602671450369
OTSZ02,JESZ09,5.220523692732481
OTSZ02,BLSZ03,3.7752052314945392
OTSZ02,BLSZ04,1.4197227383141018
OTSZ02,QTSZ01,9.822710057549385
OTSZ02,KLSZ06,41.602671450369
OTSZ02,NTSZ02,41.602671450369
OTSZ02,CLSZ09,4.947870949018841
OTSZ02,QTSZ09,27.36607585068127
OTSZ02,CLSZ06,18.36659932177782
OTSZ02,KLSZ07,41.602671450369
OTSZ02,KLSZ03,56.81022394878414
OTSZ02,KLSZ08,12.18389179777039
OTSZ02,BTSZ04,27.36607585068127
OTSZ02,BTSZ08,56.81022394878414
OTSZ02,TNSZ01,41.602671450369
OTSZ02,CLSZ05,4.947870949018841
OTSZ02,BDSZ08,7.3148154403807295
OTSZ02,PNSZ03,1.4197227383141018
OTSZ02,PNSZ02,2.8653710897711724
OTSZ02,GLSZ04,56.81022394878414
OTSZ02,TNSZ04,12.18389179777039
OTSZ02,NVSZ02,41.602671450369
OTSZ02,BLSZ02,3.7752052314945392
OTSZ02,BDSZ05,18.36659932177782
OTSZ02,CLSZ04,18.36659932177782
OTSZ02,MUSZ03,44.88928929764645
OTSZ02,RVSZ04,44.88928929764645
OTSZ02,DTSZ02,44.88928929764645
OTSZ02,QTSZ06,12.18389179777039
OTSZ02,RVSZ03,44.88928929764645
OTSZ02,QTSZ15,27.36607585068127
OTSZ02,MUSZ01,44.88928929764645
OTSZ02,DTSZ01,65.82117642227234
OTSZ02,RCSZ10,65.82117642227234
OTSZ02,RVSZ02,65.82117642227234
OTSZ02,BTSZ07,9.822710057549385
OTSZ02,GLSZ05,27.36607585068127
OTSZ02,JESZ08,11.103500591159786
OTSZ02,JESZ07,5.220523692732481
OTSZ02,KLSZ02,56.81022394878414
OTSZ02,CLSZ03,4.947870949018841
OTSZ02,NVSZ03,12.18389179777039
OTSZ02,BDSZ06,7.3148154403807295
OTSZ02,TMSZ02,7.1174825574548555
OTSZ02,BDSZ01,18.36659932177782
OTSZ02,JESZ02,5.220523692732481
OTSZ02,BKSZ09,11.103500591159786
OTSZ02,JWSZ09,2.7168258257848805
OTSZ02,BDSZ02,11.103500591159786
OTSZ02,BTSZ01,18.36659932177782
OTSZ02,BTSZ02,12.865063959580155
OTSZ02,TMSZ05,3.7752052314945392
OTSZ02,TMSZ04,7.1174825574548555
OTSZ02,JWSZ02,2.7168258257848805
OTSZ02,BKSZ08,11.103500591159786
OTSZ02,BKSZ06,5.220523692732481
OTSZ02,BKSZ07,7.3148154403807295
OTSZ02,SGSZ07,12.865063959580155
OTSZ02,HGSZ08,12.865063959580155
OTSZ02,JESZ01,7.1174825574548555
OTSZ02,JWSZ08,1.4197227383141018
OTSZ02,SGSZ05,27.36607585068127
OTSZ02,JWSZ03,3.7752052314945392
OTSZ02,PLSZ04,18.36659932177782
OTSZ02,SGSZ06,12.865063959580155
OTSZ02,BSSZ03,27.36607585068127
OTSZ02,TMSZ03,7.3148154403807295
OTSZ02,BKSZ03,5.220523692732481
OTSZ02,NVSZ04,56.81022394878414
OTSZ02,CLSZ02,18.36659932177782
OTSZ02,GLSZ02,27.36607585068127
OTSZ02,TPSZ07,56.81022394878414
OTSZ02,BDSZ04,11.103500591159786
OTSZ02,TPSZ02,56.81022394878414
OTSZ02,JESZ05,7.3148154403807295
OTSZ02,BTSZ03,12.865063959580155
OTSZ02,GLSZ03,12.865063959580155
OTSZ02,TPSZ11,9.822710057549385
OTSZ02,TPSZ09,9.822710057549385
OTSZ02,KLSZ01,12.18389179777039
OTSZ02,NVSZ01,12.18389179777039
OTSZ02,TPSZ12,27.36607585068127
OTSZ02,JWSZ05,3.7752052314945392
OTSZ02,TPSZ05,9.822710057549385
OTSZ02,JESZ03,7.3148154403807295
OTSZ02,TPSZ03,9.822710057549385
OTSZ02,TPSZ10,27.36607585068127
OTSZ02,TPSZ08,9.822710057549385
OTSZ02,JWSZ04,7.1174825574548555
OTSZ02,JESZ04,5.220523692732481
OTSZ02,TPSZ01,9.822710057549385
OTSZ02,HGSZ09,18.36659932177782
OTSZ02,BKSZ04,7.3148154403807295
OTSZ02,BSSZ02,27.36607585068127
OTSZ02,JWSZ01,2.7168258257848805
OTSZ02,BPSZ07,4.947870949018841
OTSZ02,BKSZ05,11.103500591159786
OTSZ02,PLSZ02,7.3148154403807295
OTSZ02,BSSZ01,12.865063959580155
OTSZ02,BKSZ02,5.220523692732481
OTSZ02,AMSZ04,18.36659932177782
OTSZ02,HGSZ06,18.36659932177782
OTSZ02,AMSZ03,18.36659932177782
OTSZ02,AMSZ05,18.36659932177782
OTSZ02,SGSZ04,18.36659932177782
OTSZ02,HGSZ01,11.103500591159786
OTSZ02,PRSZ07,1.4197227383141018
OTSZ02,BPSZ06,7.3148154403807295
OTSZ02,PRSZ05,2.7168258257848805
OTSZ02,TMSZ01,7.1174825574548555
OTSZ02,AMSZ02,4.947870949018841
OTSZ02,AMSZ01,4.947870949018841
OTSZ02,AMSZ06,4.947870949018841
OTSZ02,SGSZ02,4.947870949018841
OTSZ02,THSZ01,3.7752052314945392
OTSZ02,SGSZ03,4.947870949018841
OTSZ02,PRSZ03,3.7752052314945392
OTSZ02,BKSZ01,5.220523692732481
OTSZ02,PLSZ05,11.103500591159786
OTSZ02,PLSZ01,5.220523692732481
OTSZ02,HGSZ03,7.3148154403807295
OTSZ02,HGSZ10,11.103500591159786
OTSZ02,HGSZ02,11.103500591159786
OTSZ02,AMSZ07,4.947870949018841
OTSZ02,BPSZ05,5.220523692732481
OTSZ02,CKSZ02,7.1174825574548555
OTSZ02,HGSZ04,11.103500591159786
OTSZ02,PLSZ03,7.3148154403807295
OTSZ02,BPSZ04,7.3148154403807295
OTSZ02,SESZ01,5.220523692732481
OTSZ02,CKSZ04,3.7752052314945392
OTSZ02,PRSZ02,3.7752052314945392
OTSZ02,AMSZ09,4.947870949018841
OTSZ02,HGSZ05,11.103500591159786
OTSZ02,CKSZ01,7.1174825574548555
OTSZ02,TPSZ06,9.822710057549385
OTSZ02,TPSZ04,9.822710057549385
OTSZ02,JWSZ06,2.7168258257848805
OTSZ02,JWSZ07,2.503889545733099
OTSZ02,CLSZ01,4.947870949018841
OTSZ02,NVSZ05,56.81022394878414
OTSZ02,BTSZ05,9.822710057549385
OTSZ02,BPSZ02,7.1174825574548555
OTSZ02,SGSZ01,11.103500591159786
OTSZ02,SESZ05,7.3148154403807295
OTSZ02,AMSZ12,11.103500591159786
OTSZ02,AMSZ10,11.103500591159786
OTSZ02,PRSZ06,1.4197227383141018
OTSZ02,AMSZ08,11.103500591159786
OTSZ02,HGSZ07,18.36659932177782
OTSZ02,PRSZ08,2.7168258257848805
OTSZ02,CKSZ03,3.7752052314945392
OTSZ02,CHSZ02,1.4197227383141018
OTSZ02,BPSZ03,5.220523692732481
OTSZ02,BPSZ01,7.1174825574548555
OTSZ02,PGSZ05,3.7752052314945392
OTSZ02,SKSZ03,3.7752052314945392
OTSZ02,YSSZ06,5.220523692732481
OTSZ02,PGSZ02,3.7752052314945392
OTSZ02,YSSZ07,7.1174825574548555
OTSZ02,YSSZ05,7.1174825574548555
OTSZ02,PGSZ01,2.7168258257848805
OTSZ02,MDSZ03,2.7168258257848805
OTSZ02,YSSZ01,3.7752052314945392
OTSZ02,SLSZ03,2.7168258257848805
OTSZ02,SKSZ02,1.4197227383141018
OTSZ02,WDSZ04,1.4197227383141018
OTSZ02,WDSZ05,1.4197227383141018
OTSZ02,YSSZ03,2.7168258257848805
OTSZ02,SLSZ02,2.7168258257848805
OTSZ02,YSSZ09,2.7168258257848805
OTSZ02,WDSZ01,2.503889545733099
OTSZ02,MDSZ02,2.7168258257848805
OTSZ02,SMSZ03,2.7168258257848805
OTSZ02,YSSZ02,1.4197227383141018
OTSZ02,WDSZ02,2.503889545733099
OTSZ02,WDSZ06,2.503889545733099
OTSZ02,SBSZ02,1.4197227383141018
OTSZ02,SKSZ01,2.8653710897711724
OTSZ02,SKSZ05,2.8653710897711724
OTSZ02,WDSZ03,2.503889545733099
OTSZ02,SBSZ03,2.503889545733099
OTSZ02,WDSZ07,2.8653710897711724
OTSZ02,SBSZ01,2.503889545733099
OTSZ02,WDSZ08,2.8653710897711724
OTSZ02,PRSZ04,2.7168258257848805
OTSZ02,CKSZ05,2.7168258257848805
OTSZ02,SESZ02,5.220523692732481
OTSZ02,CHSZ03,2.8653710897711724
OTSZ02,AMSZ11,7.3148154403807295
OTSZ02,PGSZ06,2.7168258257848805
OTSZ02,CCSZ01,11.103500591159786
OTSZ02,SLSZ04,7.1174825574548555
OTSZ02,SMSZ04,2.503889545733099
OTSZ02,SBSZ05,2.503889545733099
OTSZ02,SMSZ01,2.503889545733099
OTSZ02,SBSZ09,2.8653710897711724
OTSZ02,SBSZ04,2.8653710897711724
OTSZ02,SMSZ02,2.8653710897711724
OTSZ02,SKSZ04,1.4197227383141018
OTSZ02,SLSZ01,7.1174825574548555
OTSZ02,YSSZ08,3.7752052314945392
OTSZ02,MDSZ01,2.7168258257848805
OTSZ02,PGSZ07,2.7168258257848805
OTSZ02,YSSZ04,3.7752052314945392
OTSZ02,CHSZ01,2.8653710897711724
OTSZ02,SESZ03,5.220523692732481
OTSZ02,SESZ04,5.220523692732481
OTSZ02,SESZ07,7.3148154403807295
OTSZ02,SESZ06,5.220523692732481
OTSZ02,PGSZ04,7.1174825574548555
OTSZ02,CKSZ06,2.7168258257848805
OTSZ02,PRSZ01,3.7752052314945392
OTSZ02,PGSZ03,7.1174825574548555
OTSZ02,WDSZ09,2.8653710897711724
OTSZ02,SBSZ06,2.8653710897711724
BMSZ02,BMSZ02,405.1055250903951
BMSZ02,OTSZ02,58.07529972973409
BMSZ02,OTSZ03,58.07529972973409
BMSZ02,DTSZ04,34.40885816158148
BMSZ02,DTSZ05,34.40885816158148
BMSZ02,OTSZ04,34.40885816158148
BMSZ02,BMSZ10,391.36733658647455
BMSZ02,DTSZ12,30.57738521700763
BMSZ02,BMSZ04,467.4397337877546
BMSZ02,DTSZ06,30.57738521700763
BMSZ02,MSSZ01,18.36704272968686
BMSZ02,OTSZ01,58.07529972973409
