ORIGIN_SUBZONE,distance_bin,prob
BDSZ05,4.0,0.07639473364517439
BDSZ05,5.0,0.05335410787851782
BDSZ05,6.0,0.027873950580189603
BDSZ05,7.0,0.06433078735019546
BDSZ05,8.0,0.04698999250259439
BDSZ05,9.0,0.044469144822632714
BDSZ05,10.0,0.019145047542239602
BDSZ05,11.0,0.008385277280967806
BDSZ05,12.0,0.008717216798487403
BDSZ05,13.0,0.0036619859952600037
BDSZ05,14.0,0.006229990901432488
BDSZ05,15.0,0.004830394484814956
BDSZ05,16.0,0.007766279464122928
BDSZ05,17.0,0.0036739887039002293
BDSZ05,18.0,0.004453235897577107
BDSZ05,19.0,0.007022883873410836
BDSZ05,20.0,0.0035265528793659235
BDSZ05,21.0,0.0030515909894696003
BDSZ05,22.0,0.0013474851758108327
BDSZ05,23.0,0.000860385436664706
BDSZ05,24.0,0.001623778414328403
BDSZ05,25.0,0.0004603239393693383
BDSZ05,26.0,0.0015377537270494744
BDSZ05,27.0,0.00011516544772332044
BDSZ05,28.0,0.0004402589821129444
BDSZ05,29.0,0.0005015349787587452
BDSZ05,30.0,0.00018959284819075487
BDSZ05,31.0,0.0011792411206674569
BDSZ05,33.0,0.00033207465812917287
BDSZ06,0.0,0.16672954492347522
BDSZ06,1.0,0.11543542799361052
BDSZ06,2.0,0.16130665310231465
BDSZ06,3.0,0.09312463521916049
BDSZ06,4.0,0.04827051285094499
BDSZ06,5.0,0.05957901436720552
BDSZ06,6.0,0.05873394079866254
BDSZ06,7.0,0.016896252817268958
BDSZ06,8.0,0.0223185160378415
BDSZ06,9.0,0.032427142572043356
BDSZ06,10.0,0.04573283107130906
BDSZ06,11.0,0.051418290745316585
BDSZ06,12.0,0.027827882111197917
BDSZ06,13.0,0.019426315849731358
BDSZ06,14.0,0.005956982387219773
BDSZ06,15.0,0.009693928360938039
BDSZ06,16.0,0.005686286300185313
BDSZ06,17.0,0.010865655094629442
BDSZ06,18.0,0.006739358703387059
BDSZ06,19.0,0.005509555938190848
BDSZ06,20.0,0.007358186780935832
BDSZ06,21.0,0.004300833464165302
BDSZ06,22.0,0.008531350928781368
BDSZ06,23.0,0.0030731048744665783
BDSZ06,24.0,0.002089804849677777
BDSZ06,25.0,0.0011838699771084555
BDSZ06,26.0,0.0008931548678089149
BDSZ06,27.0,0.003667810356648673
BDSZ06,28.0,0.0006103155373573982
BDSZ06,29.0,0.0025649138460386895
BDSZ06,30.0,0.0005741204498340365
BDSZ06,31.0,8.509942854675838e-05
BDSZ06,32.0,0.00038269979904910934
BDSZ06,33.0,0.00019837666324810983
BDSZ06,34.0,0.0007650458417963566
BDSZ06,36.0,4.25850899035654e-05
BDSZ07,0.0,0.04436799926005064
BDSZ07,1.0,0.05332642739492203
BDSZ07,2.0,0.27866648169212527
BDSZ07,3.0,0.041634407453472286
BDSZ07,4.0,0.06694937190036251
BDSZ07,5.0,0.05229238048459552
BDSZ07,6.0,0.014703989348312817
BDSZ07,7.0,0.07782270808430287
BDSZ07,8.0,0.10864905661308169
BDSZ07,9.0,0.11344825354265396
