Zone,CPC_No_POI,CPC_POI,CPC_Improvement,Observed_Trips
DTSZ01,0.5936762286207217,0.7227737054291425,0.12909747680842087,17281.99574249111
DTSZ02,0.5377590425319987,0.666341650038374,0.1285826075063753,70196.46787864069
DTSZ03,0.5946593040156897,0.7159057291519141,0.12124642513622441,34992.56990756225
DTSZ04,0.20312434925203857,0.2112834804379794,0.008159131185940832,227.94121376647777
DTSZ05,0.39661909596838324,0.5054719713864961,0.1088528754181129,72873.30083800905
DTSZ06,0.46837711319041364,0.5673204567938834,0.09894334360346979,5045.150078625036
DTSZ07,0.23638059369955727,0.43324101110634805,0.19686041740679078,1576.487437835779
DTSZ08,0.5656865502684997,0.6641937691768169,0.09850721890831726,12348.780750161995
DTSZ09,0.40041110186821727,0.5203726054994938,0.11996150363127656,57399.54239927884
DTSZ10,0.5378954751437887,0.59664131343047,0.05874583828668134,4155.715243218197
DTSZ11,0.5265561827423468,0.6780372379371512,0.15148105519480437,40040.60694597151
DTSZ12,0.48717216446159106,0.6727025145677183,0.18553035010612728,28592.707583189924
GLSZ01,0.5976742388834393,0.7236710103825105,0.12599677149907118,16123.17803462073
GLSZ02,0.5942165789643423,0.7392321841656107,0.14501560520126833,42014.91794243094
GLSZ03,0.6693800284379069,0.7567473020375891,0.08736727359968222,51068.505711027436
GLSZ04,0.6719996964754237,0.8002719570822374,0.12827226060681374,109827.16397967818
GLSZ05,0.6602638722733442,0.7793032422385076,0.1190393699651634,108071.53183710703
HGSZ01,0.6803466545745421,0.745243442917705,0.06489678834316281,46112.7131796887
HGSZ02,0.5978122205738414,0.7130406902810605,0.11522846970721912,22712.124952616745
HGSZ03,0.6646336759295209,0.7921293642957018,0.12749568836618086,19560.10537577672
HGSZ04,0.7336903477809327,0.7863004686775934,0.05261012089666073,44342.576113485426
HGSZ05,0.6635629409671796,0.7004636717226213,0.036900730755441646,47587.93455448167
HGSZ06,0.6132248295206142,0.6908845322000727,0.07765970267945854,34562.192976384176
HGSZ07,0.6672374616975687,0.7727594128305807,0.10552195113301199,37639.19955791984
HGSZ08,0.6092467458276261,0.7465721675823837,0.1373254217547576,21964.881850688857
HGSZ09,0.5579370741269619,0.6979719163965864,0.14003484226962448,10923.548539145402
HGSZ10,0.23010370305272085,0.24049051032678423,0.010386807274063381,864.2993334785846
JESZ01,0.6572596124947793,0.6811769420717156,0.023917329576936375,21341.76254291252
JESZ02,0.6781282928378315,0.7305947980671874,0.05246650522935592,22170.663118586075
JESZ03,0.6657113726313009,0.7470402893622695,0.08132891673096865,22335.65754786811
JESZ04,0.5897833077497429,0.6806364577260122,0.09085314997626937,17106.202584816943
JESZ05,0.552236420772641,0.599860561375396,0.047624140602754994,90204.25126477811
JESZ06,0.5837446305027072,0.6207704460432939,0.037025815540586704,4333.81739780179
JESZ07,0.6651403355304519,0.6376487373578048,-0.027491598172647125,7712.671760611777
JESZ08,0.6870058754213899,0.6841775005647747,-0.0028283748566152456,19461.17936088378
JESZ09,0.599127316263713,0.6523614105266187,0.05323409426290571,3474.3633531202836
JESZ10,0.6263817000316472,0.6003517254910201,-0.026029974540627054,5756.693029471546
JWSZ01,0.7279972102990198,0.7747873217609321,0.046790111461912365,11339.659803361019
JWSZ02,0.6717388714321498,0.7112728872968764,0.0395340158647266,29596.641947909135
JWSZ03,0.6792704673342281,0.7112374704567251,0.031967003122497006,50339.38986677992
JWSZ04,0.5516906753911998,0.7312904257275967,0.17959975033639697,56756.91199651685
JWSZ05,0.6692059553136319,0.7006082588663739,0.031402303552741984,7019.164336690905
JWSZ06,0.6756470269747514,0.717873698672207,0.04222667169745553,10948.544899969522
JWSZ07,0.5252681984633472,0.7667575660784008,0.24148936761505368,1782.988226120869
JWSZ08,0.7539549401160944,0.8032060596017403,0.04925111948564587,56253.76008598253
JWSZ09,0.6824553555102478,0.7411280635619503,0.05867270805170244,117796.52621622135
KLSZ01,0.5930958241728225,0.6895237588142931,0.09642793464147059,56591.3534701744
KLSZ02,0.6209981872204802,0.7192655537064605,0.09826736648598033,19288.055752770888
KLSZ03,0.5436025764021434,0.668450774637233,0.12484819823508964,16895.390866373535
KLSZ04,0.6161799560606983,0.739563968351068,0.12338401229036966,6142.099461351713
KLSZ05,0.6040825230045518,0.7349045793001366,0.13082205629558485,23893.844650464845
KLSZ06,0.5479661903769556,0.6978547364217357,0.14988854604478008,46837.64494827239
KLSZ07,0.5882723922466704,0.7060701174374244,0.11779772519075404,36552.98131704655
KLSZ08,0.5826062066961941,0.6701846564245545,0.08757844972836037,18824.031779524055
KLSZ09,0.5828147739215928,0.7268770800227998,0.14406230610120707,22562.468030334712
LKSZ01,0.6317757710158762,0.6826671253799003,0.05089135436402403,1580.8194213080392
MDSZ01,0.5631795237884447,0.6491578417512397,0.08597831796279498,2589.3201813706255
MDSZ02,0.6317407528949742,0.6919578828144926,0.06021712991951833,8662.180243464898
MDSZ03,0.5867489108538795,0.6975610298875113,0.11081211903363186,1632.7986187921736
MPSZ01,0.6407591174251999,0.7305600623539714,0.08980094492877155,12635.013505580067
MPSZ02,0.5975546056973655,0.7318158801103668,0.13426127441300129,18318.26601803583
MPSZ03,0.6357047355960899,0.7593050073296453,0.12360027173355548,42667.46785359316
MSSZ01,0.5327904334733414,0.5787893886355123,0.045998955162170896,1297.2525892623562
MUSZ01,0.5016793646416078,0.6402676602356129,0.1385882955940051,36274.71301347634
MUSZ02,0.5858123039848643,0.7084535563467179,0.12264125236185364,4073.544387581247
MUSZ03,0.5417444923541752,0.6716388256345925,0.12989433328041733,14383.441105602433
NTSZ01,0.30771953586787765,0.39846555513542364,0.090746019267546,1728.5511500261364
NTSZ02,0.5061805811768691,0.6397899755388834,0.13360939436201424,3041.1266464799546
NTSZ03,0.49562470255267727,0.6981782470155518,0.2025535444628745,16221.2156136038
NTSZ05,0.37378878242272684,0.5074160171265946,0.13362723470386773,1066.1826532824327
NTSZ06,0.2583488910640277,0.2756938099866231,0.017344918922595376,826.3081112669669
NVSZ01,0.6641647829810283,0.7939374213525566,0.1297726383715283,53315.34689050367
NVSZ02,0.543476103903192,0.6709516324915406,0.12747552858834854,70647.0474353146
NVSZ03,0.6333685414511614,0.7243197809585135,0.09095123950735207,10276.394150442007
NVSZ04,0.6028580558896983,0.6708856500271624,0.06802759413746406,9011.531047072018
NVSZ05,0.5823310948962029,0.6772737239991171,0.09494262910291418,7821.844395305138
ORSZ01,0.46290302516235315,0.6443045380393773,0.1814015128770241,2969.487452730646
ORSZ02,0.5194774898924858,0.6602545344090575,0.1407770445165717,80851.98350634307
ORSZ03,0.5468228549585046,0.6994926692006268,0.15266981424212223,63030.9298691708
OTSZ01,0.6168497347037503,0.6158271489216218,-0.0010225857821284379,16156.917987815197
OTSZ02,0.39415017828065235,0.5425900357075157,0.1484398574268634,7231.920974872899
OTSZ03,0.5293463637618272,0.6364066660348016,0.10706030227297436,85113.48959310778
OTSZ04,0.37938541921533764,0.45217331891352264,0.072787899698185,5622.8104763989595
PGSZ01,0.5861194182955914,0.7450245311755077,0.15890511287991627,10759.071910793347
PGSZ02,0.6645663302949038,0.7048542442415136,0.0402879139466098,17874.15203467784
PGSZ03,0.590746147151827,0.6644910426836245,0.07374489553179742,67351.46714371358
