Zone,Uniform_CPC,Uniform_R2,Weighted_CPC,Weighted_R2,RadPop_CPC,RadPop_R2,RadPOI_CPC,RadPOI_R2,Power_CPC,Power_R2,Exp_CPC,Exp_R2
DTSZ10,0.5397324741372971,0.32307860907993924,0.6079356625240707,0.34997320608088267,0.04297528237122847,-21.265075551455933,0.1103475066250211,-25.77485783583334,0.5195808941888157,-1.5527726686051175,0.558827608926738,0.2406631742149884
SVSZ01,0.5634794327811085,0.5730345748664307,0.637580754974236,0.617393308813001,0.1337684125779886,-36.23413981554706,0.17329946955236414,-38.15664259332686,0.5554534709134373,0.22633436089076187,0.48266957281635464,0.024422739067015753
BMSZ01,0.626519954596358,0.6867748838692234,0.7050030388649283,0.7119021245777293,0.2849252299369817,-11.160822681378495,0.3969082828523347,-2.9456143815036677,0.6414820627738139,0.5051377163012136,0.5709067388601021,0.3590202504239234
DTSZ11,0.5361186090700104,0.2124523419401172,0.6858148261444917,0.701057604206087,0.06463927468622721,-37.01422634201911,0.24953594982024202,-9.855906574852725,0.5950371601974328,0.3868790503648337,0.5923835534655801,0.617159565802898
BMSZ05,0.5223576197440936,0.23125595391924025,0.6676355368077271,0.5465484202365345,0.22120075400658343,-14.321804932600674,0.19689501376485352,-28.80940839419161,0.5283933274830684,-0.6847978545996944,0.5116929821658153,0.0573456626474661
BMSZ12,0.6515368577431725,0.5728813549650816,0.6664316608317171,0.4649518560378805,0.050985687915841495,-63.50973738601817,0.17408063884651484,-41.10173345057893,0.6255045365101268,0.06041970167673283,0.5879428475251051,0.3124666131441942
MPSZ04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QTSZ11,0.5820725117818458,0.37004007889107915,0.6320263338905938,0.4584463067039318,0.23215968625815683,-17.977993501607912,0.4207571615924754,-2.700661413236964,0.565513311700788,-0.13877443430882153,0.5476035627291214,0.27684123904807456
RVSZ01,0.5776768727932325,0.39316813859286026,0.6258663696049355,0.41774848038330215,0.12296393734676771,-37.5887144723222,0.1660461178627525,-22.135983066217076,0.5806033905263014,-0.2909866658668654,0.5642546879413354,0.2394078773923939
RCSZ04,0.38955286428962427,0.12099915274090689,0.5417822126184183,0.45469784524903,0.03514997958322276,-10.283067313108127,0.05028034062443488,-17.79405364843951,0.4009913497972315,-0.8991661614220883,0.5004189823516896,0.3859669689550127
KLSZ09,0.5901367017518485,0.29378802198187115,0.7339906972518218,0.7062758390672865,0.20400061269679395,-12.469559632168593,0.22950178860560333,-28.8665173851137,0.6211732400775384,-0.8897127506930704,0.6933459457117928,0.613654671420977
QTSZ05,0.6828486838044566,0.709513354404642,0.6591717872471012,0.4715247020404565,0.34661626660587097,-9.759363911297402,0.3368821797417295,-9.300208938403026,0.6361413160279553,0.4828643534828294,0.6104413007189635,0.5076832049610767
ORSZ01,0.47053435228281676,0.32077106020165125,0.6518154419470898,0.7728701307557573,0.026535164227014445,-27.18325717586847,0.23488111999804026,-7.378153117374161,0.6299435710345194,0.8143910666388317,0.5060792053576456,0.4254291791899345
MPSZ03,0.7241298537315464,0.8883236952839201,0.8164645532143657,0.9440373220149337,0.526104152183999,-1.1116825096813532,0.5421936436239211,-0.2947110098208203,0.7019991209163721,0.5233691843705032,0.7825139799941022,0.9157914506318977
QTSZ04,0.6621257953952604,0.6551425524236324,0.6515148183532279,0.5411678690600871,0.3678634590365539,-4.839169696528801,0.26259996742668495,-9.683723934105883,0.6249649551759621,0.45258428008436224,0.5551462251499835,0.36050831971338937
RCSZ06,0.2766032444159689,0.06486981449914708,0.2614729783310462,0.02002869571235477,0.00030619254127662926,-22.514065561865312,0.019196017347624834,-7.282412999638783,0.17601297265896929,-0.31316473160738223,0.19685177852827027,-0.07342897876957433
RCSZ03,0.46289374540574174,0.11574227422532568,0.5477520019738128,0.31060760920637065,0.016198310644431647,-24.94751117630646,0.06932002024750376,-23.842758218439766,0.40010410963063575,-2.458681748360617,0.49628968471682966,0.0050392156939531585
QTSZ08,0.6485948019040292,0.7952387278996733,0.7036944945770144,0.805842474800951,0.2921311337018145,-10.66629898944747,0.3350164898987084,-2.9665125460045414,0.6257883831394654,0.4383400246840261,0.593852196432769,0.5636638805344473
