Zone,Model,CPC,R2
MDSZ02,POI Weighted,0.6919578828144926,0.7721804157245573
MDSZ02,Global P_bin,0.5337290236564102,0.43724268062878613
MDSZ03,No POI (Eq),0.5867489108538795,0.6377648723715947
MDSZ03,POI Weighted,0.6975610298875113,0.850961299508991
MDSZ03,Global P_bin,0.4713267389494331,0.26269892497265146
MPSZ01,No POI (Eq),0.6407591174251999,0.637684040294964
MPSZ01,POI Weighted,0.7305600623539713,0.8222119516676024
MPSZ01,Global P_bin,0.49273161148361416,0.3627976954696267
MPSZ02,No POI (Eq),0.5975546056973655,0.5319125320851594
MPSZ02,POI Weighted,0.7318158801103668,0.742555338380818
MPSZ02,Global P_bin,0.45762673703307993,0.23213751036754626
MPSZ03,No POI (Eq),0.6357047355960899,0.5616623587237131
MPSZ03,POI Weighted,0.7593050073296453,0.821208371954973
MPSZ03,Global P_bin,0.4780934053655992,0.23266262226017365
MSSZ01,No POI (Eq),0.5327904334733414,0.6340367242990006
MSSZ01,POI Weighted,0.5787893886355123,0.5228660046473363
MSSZ01,Global P_bin,0.4239827091411417,0.3349926078935255
MUSZ01,No POI (Eq),0.5016793646416078,0.1698490202549049
MUSZ01,POI Weighted,0.6402676602356129,0.47123478589369805
MUSZ01,Global P_bin,0.489717577712948,0.12480291316714043
MUSZ02,No POI (Eq),0.5858123039848644,0.4447129936676619
MUSZ02,POI Weighted,0.7084535563467179,0.6570903167410166
MUSZ02,Global P_bin,0.5450493785249595,0.3311570655218451
MUSZ03,No POI (Eq),0.5417444923541753,0.24353869943991535
MUSZ03,POI Weighted,0.6716388256345925,0.549755692409739
MUSZ03,Global P_bin,0.536951870455428,0.1872061424141115
NTSZ01,No POI (Eq),0.30771953586787765,0.09128890376851917
NTSZ01,POI Weighted,0.39846555513542364,0.169223048570166
NTSZ01,Global P_bin,0.2999252256258253,0.04442061555861854
NTSZ02,No POI (Eq),0.5061805811768691,0.24244584404933478
NTSZ02,POI Weighted,0.6397899755388834,0.6504391160685961
NTSZ02,Global P_bin,0.4833681383163659,0.11241390355645597
NTSZ03,No POI (Eq),0.49562470255267727,0.2139710399889001
NTSZ03,POI Weighted,0.6981782470155518,0.7746981061585045
NTSZ03,Global P_bin,0.4885682976513325,0.13257511429529778
NTSZ05,No POI (Eq),0.37378878242272684,0.1543150316304681
NTSZ05,POI Weighted,0.5074160171265946,0.40771042103183
NTSZ05,Global P_bin,0.37124235112206455,0.10940139018633288
NTSZ06,No POI (Eq),0.2583488910640277,0.06571985450588136
NTSZ06,POI Weighted,0.2756938099866231,-0.0027344813610234997
NTSZ06,Global P_bin,0.2457731514991539,0.051405091568951344
NVSZ01,No POI (Eq),0.6641647829810283,0.7301049870807841
NVSZ01,POI Weighted,0.7939374213525566,0.8849609660855284
NVSZ01,Global P_bin,0.5567114944149165,0.18582967634658587
NVSZ02,No POI (Eq),0.543476103903192,0.2983679573323882
NVSZ02,POI Weighted,0.6709516324915406,0.5442440568544507
NVSZ02,Global P_bin,0.49692601814692555,0.17500746698455338
NVSZ03,No POI (Eq),0.6333685414511614,0.5126692615881651
NVSZ03,POI Weighted,0.7243197809585135,0.6529109509544999
NVSZ03,Global P_bin,0.56947474133311,0.22514437126831888
NVSZ04,No POI (Eq),0.6028580558896983,0.5145822187148696
NVSZ04,POI Weighted,0.6708856500271624,0.6230372858039717
NVSZ04,Global P_bin,0.4980350136971286,0.11409215810676854
NVSZ05,No POI (Eq),0.5823310948962029,0.46886536798252976
NVSZ05,POI Weighted,0.6772737239991171,0.7343603957857683
NVSZ05,Global P_bin,0.4956606618297364,0.151743017713162
ORSZ01,No POI (Eq),0.4629030251623532,0.2669462812039295
ORSZ01,POI Weighted,0.6443045380393773,0.7654835855116866
ORSZ01,Global P_bin,0.44522520317075676,0.14373583521803834
ORSZ02,No POI (Eq),0.5194774898924858,0.1644600989353393
ORSZ02,POI Weighted,0.6602545344090575,0.4831668789367395
ORSZ02,Global P_bin,0.5148688667197013,0.10330666925440812
ORSZ03,No POI (Eq),0.5468228549585046,0.22837336635745864
ORSZ03,POI Weighted,0.6994926692006268,0.5612460680943696
ORSZ03,Global P_bin,0.5364258174652864,0.1796955017361106
OTSZ01,No POI (Eq),0.6168497347037503,0.38572228881712156
OTSZ01,POI Weighted,0.6158271489216218,-0.003026016061718817
OTSZ01,Global P_bin,0.5874699797918704,0.31082473410778955
OTSZ02,No POI (Eq),0.39415017828065235,0.12737915231079555
OTSZ02,POI Weighted,0.5425900357075157,0.4034598734631507
OTSZ02,Global P_bin,0.37623934225134087,0.10929327312131865
OTSZ03,No POI (Eq),0.5293463637618272,0.21584242087446914
OTSZ03,POI Weighted,0.6364066660348016,0.39863850076896024
OTSZ03,Global P_bin,0.5223954439350036,0.19690016173368707
OTSZ04,No POI (Eq),0.37938541921533764,0.12969502482342254
OTSZ04,POI Weighted,0.45217331891352264,0.5145914112839391
OTSZ04,Global P_bin,0.37278484176939763,0.1158172963667814
PGSZ01,No POI (Eq),0.5861194182955914,0.4647353637069934
PGSZ01,POI Weighted,0.7450245311755078,0.7968085057385348
PGSZ01,Global P_bin,0.4505053658113183,0.24456625132537324
PGSZ02,No POI (Eq),0.6645663302949038,0.7909791105150635
PGSZ02,POI Weighted,0.7048542442415136,0.667468075022098
PGSZ02,Global P_bin,0.5066698089274773,0.44321370643729363
PGSZ03,No POI (Eq),0.590746147151827,0.6487389307435684
PGSZ03,POI Weighted,0.6644910426836245,0.579541503538018
PGSZ03,Global P_bin,0.49068073254175604,0.36619259281016525
PGSZ04,No POI (Eq),0.6275475074198499,0.6380792059493263
PGSZ04,POI Weighted,0.6983547080924615,0.6401970189899211
PGSZ04,Global P_bin,0.4829834940448053,0.28545620160048424
PGSZ05,No POI (Eq),0.591106500411956,0.5649320541738083
PGSZ05,POI Weighted,0.7454470713383088,0.7941574609777308
PGSZ05,Global P_bin,0.4799258735861127,0.3178611836060159
PLSZ01,No POI (Eq),0.5954764969621876,0.4903237109097247
PLSZ01,POI Weighted,0.6482846647353313,0.6029657210767125
PLSZ01,Global P_bin,0.5031296910013662,0.28969319679636596
PLSZ02,No POI (Eq),0.5190445419848867,0.44816586021058424
PLSZ02,POI Weighted,0.5933432661017469,0.5008558296122554
PLSZ02,Global P_bin,0.4423456450579763,0.25743150405496185
PLSZ03,No POI (Eq),0.48912848188183744,0.30646156302257
PLSZ03,POI Weighted,0.5611601026176527,0.40888589303256684
PLSZ03,Global P_bin,0.45457036834619724,0.23957320422636996
PLSZ04,No POI (Eq),0.5366786836049241,0.2833601483438355
PLSZ04,POI Weighted,0.6160974012002289,0.4475046977117687
PLSZ04,Global P_bin,0.4960806569658753,0.2221803116636104
PLSZ05,No POI (Eq),0.6329200286554554,0.6508407316088096
PLSZ05,POI Weighted,0.6936358925148374,0.6896755922702664
PLSZ05,Global P_bin,0.557602158504608,0.2892527301624488
PNSZ01,No POI (Eq),0.6405250046980177,0.5899300559205201
PNSZ01,POI Weighted,0.7133814603427805,0.8441859280858738
PNSZ01,Global P_bin,0.5025976613537633,0.31030053331235274
PNSZ02,No POI (Eq),0.6091131777451898,0.5368815747129096
PNSZ02,POI Weighted,0.7213814226657436,0.8178339676286674
PNSZ02,Global P_bin,0.49625868345374025,0.2842583170848122
PNSZ03,No POI (Eq),0.6216766176401175,0.49351923729401537
PNSZ03,POI Weighted,0.6596288126498547,0.7092978480776398
PNSZ03,Global P_bin,0.4995679634871506,0.31538369552939816
PNSZ04,No POI (Eq),0.6437450910674363,0.7453008322983578
PNSZ04,POI Weighted,0.7518484493983615,0.9138458344637419
PNSZ04,Global P_bin,0.4810144264224388,0.37046836427367114
PNSZ05,No POI (Eq),0.661444534696428,0.7687127851188875
PNSZ05,POI Weighted,0.7396410871155683,0.8818161662263347
PNSZ05,Global P_bin,0.49570085388968593,0.27495294404533654
PRSZ01,No POI (Eq),0.43061073125741345,0.3602139261991103
PRSZ01,POI Weighted,0.6150230176989969,0.7232624607092124
PRSZ01,Global P_bin,0.3435042588842002,0.19269622686678223
PRSZ02,No POI (Eq),0.6385317933008771,0.6515956433908375
PRSZ02,POI Weighted,0.7909531629688081,0.933768258327245
PRSZ02,Global P_bin,0.49241621781275136,0.22736691704760292
PRSZ03,No POI (Eq),0.6812128624151579,0.7970700606804753
PRSZ03,POI Weighted,0.7014376947681382,0.5639300521159005
PRSZ03,Global P_bin,0.5257135110726606,0.5259711467944767
PRSZ04,No POI (Eq),0.6494862594889789,0.7053648609862486
PRSZ04,POI Weighted,0.6889285339886414,0.49235629647311396
PRSZ04,Global P_bin,0.5209046730024863,0.5138060088263252
PRSZ05,No POI (Eq),0.6125221935451419,0.6936222747867262
PRSZ05,POI Weighted,0.8051007711181201,0.932879155977538
PRSZ05,Global P_bin,0.47417034468957403,0.3107375754633045
PRSZ06,No POI (Eq),0.6991986773092562,0.7900858407667021
PRSZ06,POI Weighted,0.7654299353730937,0.8317235063650308
PRSZ06,Global P_bin,0.5249851268659022,0.3615754120866438
PRSZ07,No POI (Eq),0.6314076964049341,0.5670498650769369
PRSZ07,POI Weighted,0.7441316464364898,0.7574779250818329
PRSZ07,Global P_bin,0.5296885572352676,0.4038611192830055
PRSZ08,No POI (Eq),0.6289172630916162,0.5656027362563838
PRSZ08,POI Weighted,0.7891993473981076,0.9124643263382359
PRSZ08,Global P_bin,0.5176943442204459,0.36716589228591157
QTSZ01,No POI (Eq),0.6103371095583264,0.5959562340183739
QTSZ01,POI Weighted,0.6715924200942527,0.5204795794089951
QTSZ01,Global P_bin,0.5131874407704383,0.28160401466564144
QTSZ02,No POI (Eq),0.6521759640532027,0.5777695671939698
QTSZ02,POI Weighted,0.6888699988336089,0.4839899697528147
QTSZ02,Global P_bin,0.5741748105313365,0.3557514850144786
QTSZ03,No POI (Eq),0.5168807769694196,0.33066372076637063
QTSZ03,POI Weighted,0.5378148211170668,0.11836922214658596
QTSZ03,Global P_bin,0.49514427664205035,0.21919881709531464
QTSZ04,No POI (Eq),0.6552291724945675,0.635406810522405
QTSZ04,POI Weighted,0.617338369052093,0.3387424446164792
QTSZ04,Global P_bin,0.5414946540414731,0.3901869708617296
QTSZ05,No POI (Eq),0.6302436323311608,0.5350011388721103
QTSZ05,POI Weighted,0.5998977527085939,0.21908432089559637
QTSZ05,Global P_bin,0.5840302319648638,0.3299004913807764
QTSZ06,No POI (Eq),0.5826438541070302,0.4429017632717217
QTSZ06,POI Weighted,0.6209378503740274,0.40868015214366626
QTSZ06,Global P_bin,0.5192911684720224,0.2500848510809076
QTSZ07,No POI (Eq),0.6420918714326311,0.4840244348794881
QTSZ07,POI Weighted,0.6206861207264207,0.13546134988434677
QTSZ07,Global P_bin,0.5919021562308235,0.30977316297767266
QTSZ08,No POI (Eq),0.58733086837588,0.4387779328005522
QTSZ08,POI Weighted,0.6877976040174542,0.7822405042084599
QTSZ08,Global P_bin,0.5457752556320639,0.11674955841436319
QTSZ09,No POI (Eq),0.5287481929736655,0.2118319605316692
QTSZ09,POI Weighted,0.5589510852886516,0.010207230138802648
QTSZ09,Global P_bin,0.4915974212751256,0.09203090783174028
QTSZ10,No POI (Eq),0.6271804619736067,0.3731405681181422
QTSZ10,POI Weighted,0.6413148059430892,0.3599048451444098
QTSZ10,Global P_bin,0.5712967151620991,0.20924427302679294
QTSZ11,No POI (Eq),0.5595024112678403,0.3119746513160915
QTSZ11,POI Weighted,0.6273137891112671,0.4552046485289293
QTSZ11,Global P_bin,0.5102622661085154,0.1277392525646026
QTSZ12,No POI (Eq),0.5773292482001695,0.40784316147454913
QTSZ12,POI Weighted,0.6364723683968377,0.6558000642679367
QTSZ12,Global P_bin,0.5375723012695515,0.2116998560918686
QTSZ13,No POI (Eq),0.5983644412504957,0.6035023694972983
QTSZ13,POI Weighted,0.6445420228434211,0.598011968574081
QTSZ13,Global P_bin,0.5107924410166246,0.15479786901199233
QTSZ14,No POI (Eq),0.6706818788267271,0.5835632718173068
QTSZ14,POI Weighted,0.644323418388378,0.28668059637341525
QTSZ14,Global P_bin,0.6024763560523643,0.29575756726813907
QTSZ15,No POI (Eq),0.6401010116736306,0.893874472142673
QTSZ15,POI Weighted,0.6444593078513574,0.8897153284229953
QTSZ15,Global P_bin,0.4473231552708959,0.11680166947600801
RCSZ01,No POI (Eq),0.49550875625249907,0.17149953761215875
RCSZ01,POI Weighted,0.6285548031021116,0.3111279505341138
RCSZ01,Global P_bin,0.4879383514620117,0.15017137655462842
RCSZ02,No POI (Eq),0.442738347581176,0.2559031212528301
RCSZ02,POI Weighted,0.5720522339236889,0.5470759956764903
RCSZ02,Global P_bin,0.4228126786262814,0.23266942033806393
RCSZ03,No POI (Eq),0.4628071660485055,0.11397676402284007
RCSZ03,POI Weighted,0.542147338195283,0.30450384141817
RCSZ03,Global P_bin,0.4418804716028834,0.07677358026350745
RCSZ04,No POI (Eq),0.38821646572310003,0.11564567735756492
RCSZ04,POI Weighted,0.5359264530160076,0.4539629987935736
RCSZ04,Global P_bin,0.36922656784644015,0.08390116019527105
RCSZ05,No POI (Eq),0.5545260811837901,0.2764550239076572
RCSZ05,POI Weighted,0.655667320337925,0.45526040455919525
RCSZ05,Global P_bin,0.5304575319765347,0.1975118658791739
RCSZ06,No POI (Eq),0.2747083130117467,0.06033580397629412
RCSZ06,POI Weighted,0.2610597817563973,0.017778898353004502
RCSZ06,Global P_bin,0.26995120852829696,0.05295704998038031
RCSZ08,No POI (Eq),0.3322739985496246,0.0883812445914729
RCSZ08,POI Weighted,0.3974540969944647,0.20608800418993056
RCSZ08,Global P_bin,0.31254970355472417,0.07915686804699718
RCSZ09,No POI (Eq),0.4970880294271043,0.14524907276250254
RCSZ09,POI Weighted,0.6092222239075101,0.29771609697340773
RCSZ09,Global P_bin,0.49537396509530546,0.12453786537863987
RCSZ10,No POI (Eq),0.5012597539200239,0.1890999291319756
RCSZ10,POI Weighted,0.6534791645863888,0.5083143119591929
RCSZ10,Global P_bin,0.49503705526976677,0.16779865750287615
RVSZ01,No POI (Eq),0.5774272865398702,0.38854917607818407
RVSZ01,POI Weighted,0.6165965131265077,0.35073364756738723
RVSZ01,Global P_bin,0.5304115994413978,0.250874796193289
RVSZ02,No POI (Eq),0.4073644510115338,0.17835769755444342
RVSZ02,POI Weighted,0.4066146096533624,0.2655527299624626
RVSZ02,Global P_bin,0.3734604017940822,0.15638824066788815
RVSZ03,No POI (Eq),0.5700523165032323,0.3709923630708103
RVSZ03,POI Weighted,0.6401812775066479,0.34285991002896166
RVSZ03,Global P_bin,0.510789414693583,0.24037115479653814
RVSZ04,No POI (Eq),0.4701508013911447,0.2631052664506929
RVSZ04,POI Weighted,0.6398322886020826,0.6329252552350226
RVSZ04,Global P_bin,0.44395058513302166,0.19074096688792286
RVSZ05,No POI (Eq),0.4763312350916017,0.2578345445758633
RVSZ05,POI Weighted,0.4779828170680011,0.15943541220034507
RVSZ05,Global P_bin,0.451697754567236,0.16520324453490753
SBSZ01,No POI (Eq),0.6084672439521126,0.5665030693392694
SBSZ01,POI Weighted,0.6844172609423902,0.652133381605382
SBSZ01,Global P_bin,0.46153028211936675,0.26933659378037855
SBSZ02,No POI (Eq),0.5700221937131271,0.4742817739693532
SBSZ02,POI Weighted,0.6676246652944002,0.7582398053539426
SBSZ02,Global P_bin,0.49374560173526455,0.2718628786346514
SBSZ03,No POI (Eq),0.6216733754465269,0.6499613230248399
SBSZ03,POI Weighted,0.7092512378426359,0.807228082979702
SBSZ03,Global P_bin,0.4839848766923606,0.2693896062926362
SBSZ04,No POI (Eq),0.5867091923302883,0.4356491000389163
SBSZ04,POI Weighted,0.740935876428868,0.837166686247866
SBSZ04,Global P_bin,0.4907910709916305,0.22822343678070134
SBSZ05,No POI (Eq),0.6514519993244986,0.6419047033238405
SBSZ05,POI Weighted,0.7491138945249771,0.8547155553990325
SBSZ05,Global P_bin,0.4793367403533558,0.35621969488297467
SBSZ06,No POI (Eq),0.5591641316097723,0.5179116794509409
SBSZ06,POI Weighted,0.7114553396867633,0.7705259496741926
SBSZ06,Global P_bin,0.46000366203954923,0.3094143417808536
SBSZ07,No POI (Eq),0.5766661310003537,0.6299811631372142
SBSZ07,POI Weighted,0.6523706783334245,0.7081063244179989
SBSZ07,Global P_bin,0.42029696372313075,0.11576742623575198
SBSZ08,No POI (Eq),0.6705144849994783,0.7067719294093934
SBSZ08,POI Weighted,0.7188379474915962,0.7430289946855768
SBSZ08,Global P_bin,0.4982144447861591,0.3280695139743909
SBSZ09,No POI (Eq),0.6084747199195732,0.4649716072144652
SBSZ09,POI Weighted,0.7012376547919887,0.7056687971833535
SBSZ09,Global P_bin,0.5133041496487747,0.282794912818198
SESZ02,No POI (Eq),0.6154864854702834,0.6136084845818872
SESZ02,POI Weighted,0.725303965002538,0.7930845149672316
SESZ02,Global P_bin,0.5192818641581968,0.32708835748943965
SESZ03,No POI (Eq),0.6452488664364783,0.7851684214412027
SESZ03,POI Weighted,0.7400544789598182,0.8615623779956627
SESZ03,Global P_bin,0.4988409393790333,0.3898476661034661
SESZ04,No POI (Eq),0.6705393732728345,0.773574160007636
SESZ04,POI Weighted,0.7547431198569494,0.9025344217946009
SESZ04,Global P_bin,0.5238303011480827,0.3259581654535584
SESZ05,No POI (Eq),0.6174870086295121,0.6255917987136722
SESZ05,POI Weighted,0.733189902142189,0.8590210945625518
SESZ05,Global P_bin,0.5334845717222593,0.48839531596273456
SESZ06,No POI (Eq),0.6849209211386712,0.8763649360304846
SESZ06,POI Weighted,0.8017405435452967,0.9671514284687256
SESZ06,Global P_bin,0.4838764748477708,0.17739578616455565
SESZ07,No POI (Eq),0.5721667327218793,0.49844845183392594
SESZ07,POI Weighted,0.7236370259732243,0.8628624204711854
SESZ07,Global P_bin,0.5022546389585649,0.2628292962769221
SGSZ01,No POI (Eq),0.617191458223534,0.5563688673991818
SGSZ01,POI Weighted,0.7867548473992806,0.8772242440870359
SGSZ01,Global P_bin,0.5650497277392641,0.2591872305016155
SGSZ02,No POI (Eq),0.6285130989383549,0.5593654604965503
SGSZ02,POI Weighted,0.6116148620542812,0.20705054292346325
SGSZ02,Global P_bin,0.5398344045672452,0.2340189563537104
SGSZ03,No POI (Eq),0.6603839407316551,0.6904363658661986
SGSZ03,POI Weighted,0.731320870652723,0.778201691513388
SGSZ03,Global P_bin,0.5668412973421866,0.4099240978232499
SGSZ04,No POI (Eq),0.7068180113103084,0.8148296604457776
SGSZ04,POI Weighted,0.7733827984938046,0.8773840478075913
SGSZ04,Global P_bin,0.5714410358180128,0.21900246070537754
SGSZ05,No POI (Eq),0.6182470684466216,0.44140760157106507
SGSZ05,POI Weighted,0.7214606000919866,0.4860364138454325
SGSZ05,Global P_bin,0.5692488381158552,0.23399096932279007
SGSZ06,No POI (Eq),0.6084307383296508,0.4737144563667731
SGSZ06,POI Weighted,0.714697735489777,0.5857397782201879
SGSZ06,Global P_bin,0.5502003131624128,0.3024872968099914
SGSZ07,No POI (Eq),0.5897365315156698,0.4975428702699256
SGSZ07,POI Weighted,0.6643015934626604,0.46330515326917243
SGSZ07,Global P_bin,0.4916084558020194,0.19260903496854476
SISZ01,No POI (Eq),0.1530890383499108,0.13240861100783552
SISZ01,POI Weighted,0.11965550768217025,-0.2395697567092292
SISZ01,Global P_bin,0.11683122165563574,0.05782364753048197
SKSZ01,No POI (Eq),0.6896601218224567,0.7434798514651854
SKSZ01,POI Weighted,0.7426031509670149,0.8001572612019832
SKSZ01,Global P_bin,0.53337484562763,0.25771810285017693
SKSZ02,No POI (Eq),0.6148458512538075,0.45121915766586673
SKSZ02,POI Weighted,0.6266119091218828,0.36521358087945366
SKSZ02,Global P_bin,0.5246728508363534,0.18069292889570432
SKSZ03,No POI (Eq),0.708741855411969,0.6714977638816
SKSZ03,POI Weighted,0.6748690712400576,0.48688819366963487
SKSZ03,Global P_bin,0.5833627532323352,0.24678137143803203
SKSZ04,No POI (Eq),0.6711320410232573,0.9010905830729199
SKSZ04,POI Weighted,0.6732996998502138,0.8015699935911418
SKSZ04,Global P_bin,0.4803149492182545,0.20956028439221053
SKSZ05,No POI (Eq),0.7099572967051352,0.9124350170143941
SKSZ05,POI Weighted,0.7131845940378833,0.8987561745551308
SKSZ05,Global P_bin,0.4964584590513368,0.19197984852138328
SLSZ01,No POI (Eq),0.5862760724998374,0.5366320196848098
SLSZ01,POI Weighted,0.7208251644430583,0.7876049176049655
SLSZ01,Global P_bin,0.48656618424051845,0.19201813636872134
SLSZ04,No POI (Eq),0.5749983679427623,0.5065287212789841
SLSZ04,POI Weighted,0.6829421508855613,0.7513772193825691
SLSZ04,Global P_bin,0.4754573274804058,0.3357921063491549
SRSZ01,No POI (Eq),0.643144972097187,0.42806790153287055
SRSZ01,POI Weighted,0.6807938912450384,0.33242952095564104
SRSZ01,Global P_bin,0.5979093396300464,0.24200134769008996
SRSZ02,No POI (Eq),0.5140533711116139,0.21980886462714866
SRSZ02,POI Weighted,0.6468327240302613,0.5606044699333638
SRSZ02,Global P_bin,0.5036458751690619,0.18361266929551867
SRSZ03,No POI (Eq),0.47253349630831337,0.26713474149690275
SRSZ03,POI Weighted,0.5242071104270201,0.54458799509937
SRSZ03,Global P_bin,0.46951969725027987,0.25561447883558064
SVSZ01,No POI (Eq),0.5547783163595401,0.5632880753200413
SVSZ01,POI Weighted,0.5968537455327774,0.40233622964802085
SVSZ01,Global P_bin,0.4818418860676069,0.18141721009389478
THSZ01,No POI (Eq),0.6310984416974654,0.7168499474032362
THSZ01,POI Weighted,0.6763671640447833,0.7843959343182019
THSZ01,Global P_bin,0.5220075184441823,0.2827312046011101
TMSZ01,No POI (Eq),0.6213206586858341,0.5042541120150341
TMSZ01,POI Weighted,0.7142404317299212,0.6994624027329898
TMSZ01,Global P_bin,0.540957177898884,0.3304949795184877
TMSZ02,No POI (Eq),0.7470979780386923,0.9390057055701047
TMSZ02,POI Weighted,0.8157022603041661,0.9645854298206091
TMSZ02,Global P_bin,0.5236222574693463,0.29196208272091684
TMSZ03,No POI (Eq),0.6625832369101726,0.7448811019285958
TMSZ03,POI Weighted,0.7720996538429061,0.9069020226531008
TMSZ03,Global P_bin,0.48813907585726085,0.24088848448207245
TMSZ04,No POI (Eq),0.7450357251391939,0.9284200625310379
TMSZ04,POI Weighted,0.839779061320039,0.9710229001793436
TMSZ04,Global P_bin,0.5107305166236156,0.32147037053893457
TMSZ05,No POI (Eq),0.6695423736385993,0.7020295998094945
TMSZ05,POI Weighted,0.7869508749348647,0.8189432282236829
TMSZ05,Global P_bin,0.5179054257316977,0.32840472187993563
TNSZ01,No POI (Eq),0.5716350662122224,0.23679372522827036
TNSZ01,POI Weighted,0.7203026302453391,0.677390973688681
TNSZ01,Global P_bin,0.5508649206081206,0.12675890639068654
TNSZ02,No POI (Eq),0.6325638009742285,0.4301861333538033
TNSZ02,POI Weighted,0.7352587499458475,0.7772414839000032
TNSZ02,Global P_bin,0.6111033511450961,0.3054565530252664
TNSZ03,No POI (Eq),0.627789395143582,0.48940662592441575
TNSZ03,POI Weighted,0.6891911849001083,0.5878338594179474
TNSZ03,Global P_bin,0.5643116435185243,0.20370749669611699
TNSZ04,No POI (Eq),0.6074774980112706,0.44306017140448306
TNSZ04,POI Weighted,0.7496506581142535,0.8015198766373193
TNSZ04,Global P_bin,0.5581302321194093,0.17724691487572342
TPSZ01,No POI (Eq),0.592141270434764,0.5187398629742981
TPSZ01,POI Weighted,0.6868215203654274,0.6379727074628341
TPSZ01,Global P_bin,0.49913797267908533,0.1577252669800544
TPSZ02,No POI (Eq),0.6473421929552408,0.7092689088490047
TPSZ02,POI Weighted,0.6446573869435086,0.22532107282339808
TPSZ02,Global P_bin,0.5197254302933914,0.3459548998719586
TPSZ03,No POI (Eq),0.5895355756211101,0.5235207105322313
TPSZ03,POI Weighted,0.6545226895831497,0.5601178611723474
TPSZ03,Global P_bin,0.5082845131940609,0.2819401996331121
TPSZ04,No POI (Eq),0.6095289570878881,0.4530658080263834
TPSZ04,POI Weighted,0.7273376936360224,0.8254001890423998
TPSZ04,Global P_bin,0.5500774502966226,0.27226461162126736
TPSZ05,No POI (Eq),0.6108800804946481,0.32090683715495505
TPSZ05,POI Weighted,0.6168164972698945,0.22120133458217928
TPSZ05,Global P_bin,0.5101207380319803,0.2098368319338657
TPSZ06,No POI (Eq),0.5727235578085723,0.30195968814849894
TPSZ06,POI Weighted,0.5904207527729308,0.1764178597524524
TPSZ06,Global P_bin,0.5311334194808921,0.2200138084204981
TPSZ07,No POI (Eq),0.5354424172359751,0.20756174203033162
TPSZ07,POI Weighted,0.6148448180279182,0.14257125306549945
TPSZ07,Global P_bin,0.5219301942074118,0.1392318922552166
TPSZ08,No POI (Eq),0.6131937458864702,0.48450928324919795
TPSZ08,POI Weighted,0.6329813838783621,0.29931118054100203
TPSZ08,Global P_bin,0.5719637870820644,0.33814101882866954
TPSZ09,No POI (Eq),0.5470528314787004,0.3307189443078319
TPSZ09,POI Weighted,0.6321808422835045,0.18641216679852046
TPSZ09,Global P_bin,0.5191092233769243,0.1957641685170869
TPSZ10,No POI (Eq),0.585313326120161,0.4594768378484656
TPSZ10,POI Weighted,0.6764580516954811,0.48131472813192255
TPSZ10,Global P_bin,0.5339882947863823,0.20958634218656003
TPSZ11,No POI (Eq),0.6178928865219696,0.4982213118983385
TPSZ11,POI Weighted,0.7136596693491832,0.5390065367780855
TPSZ11,Global P_bin,0.5673455171707483,0.3269330705317004
TPSZ12,No POI (Eq),0.569801884073919,0.3550564128896627
TPSZ12,POI Weighted,0.6754900572644844,0.526685533984945
TPSZ12,Global P_bin,0.5324931477208239,0.18261423523528153
TSSZ01,No POI (Eq),0.49589379692147456,0.49191890254226567
TSSZ01,POI Weighted,0.6615352850370275,0.8320805714903049
TSSZ01,Global P_bin,0.34909928344147867,0.19106726077483482
TSSZ02,No POI (Eq),0.7087767111424059,0.7878748651687915
TSSZ02,POI Weighted,0.7685167388386699,0.8518008223372712
TSSZ02,Global P_bin,0.5107513936195615,0.21412597209382955
TSSZ03,No POI (Eq),0.6875561577213811,0.7719176902277726
TSSZ03,POI Weighted,0.7569226915138152,0.8965205862249243
TSSZ03,Global P_bin,0.4923664057601091,0.27761110013219537
TSSZ04,No POI (Eq),0.618785078942765,0.6244420352242024
TSSZ04,POI Weighted,0.7065709647849295,0.8220461150820062
TSSZ04,Global P_bin,0.4482126538913357,0.23883396155440373
TSSZ05,No POI (Eq),0.7210877012134453,0.8767834408460453
TSSZ05,POI Weighted,0.780941031930077,0.9384828778357788
TSSZ05,Global P_bin,0.4913770879277162,0.2920984056166097
TSSZ06,No POI (Eq),0.7344923390943635,0.955713421287723
TSSZ06,POI Weighted,0.7798978573648176,0.965393599612862
TSSZ06,Global P_bin,0.4704257863025678,0.2999658634204987
WCSZ01,No POI (Eq),0.7255852332786513,0.861449055609211
WCSZ01,POI Weighted,0.7675275931860632,0.8908799173195507
WCSZ01,Global P_bin,0.5649369769836632,0.2199680628772166
WDSZ01,No POI (Eq),0.6462215615683962,0.6295726968243656
WDSZ01,POI Weighted,0.711707620279778,0.7528293201317384
WDSZ01,Global P_bin,0.5352422986785832,0.44703959821160744
WDSZ02,No POI (Eq),0.6826053369928775,0.6899522235743396
WDSZ02,POI Weighted,0.7321599455253696,0.8050777260936046
WDSZ02,Global P_bin,0.5129984744151844,0.3312202260450864
WDSZ03,No POI (Eq),0.6985809754174525,0.8814146269790974
WDSZ03,POI Weighted,0.7586260100350647,0.9500277591682776
WDSZ03,Global P_bin,0.4782603581959159,0.21345886618921273
WDSZ04,No POI (Eq),0.6748392949481762,0.6919447178238465
WDSZ04,POI Weighted,0.7806646330041884,0.8942001250733573
WDSZ04,Global P_bin,0.5181543822354281,0.29465680898220636
WDSZ05,No POI (Eq),0.6702270707808118,0.7015560641360463
